year,name,born,generation,Female,Male
1989,11,1978,x,51332.038,53698.226
1989,12,1977,x,51052.4,53414.415
1989,13,1976,x,51015.048,53388.809
1989,14,1975,x,50990.681,53379.034
1989,15,1974,x,51017.865,53432.175
1989,16,1973,x,50909.848,53308.108
1989,17,1972,x,50547.834,52862.106
1989,18,1971,x,50000.981,52188.679
1989,19,1970,x,49474.842,51543.185
1989,20,1969,x,48949.551,50893.619
1989,21,1968,x,48262.889,50105.55
1989,22,1967,x,47361.448,49143.494
1989,23,1966,x,46310.313,48057.71
1989,24,1965,x,45243.239,46949.517
1989,25,1964,boomer,44151.687,45817.642
1989,26,1963,boomer,43042.265,44661.442
1989,27,1962,boomer,41937.712,43497.008
1989,28,1961,boomer,40848.116,42340.054
1989,29,1960,boomer,39723.661,41149.632
1989,30,1959,boomer,38529.598,39885.359
1989,31,1958,boomer,37545.629,38844.758
1989,32,1957,boomer,36891.734,38156.386
1989,33,1956,boomer,36425.822,37667.058
1989,34,1955,boomer,35920.063,37135.925
1989,35,1954,boomer,35460.886,36660.026
1989,36,1953,boomer,34706.868,35849.332
1989,37,1952,boomer,33478.076,34501.077
1989,38,1951,boomer,31951.314,32818.274
1989,39,1950,boomer,30504.114,31222.114
1989,40,1949,boomer,29086.066,29646.822
1989,41,1948,boomer,27725.753,28178.61
1989,42,1947,boomer,26483.497,26908.946
1989,43,1946,boomer,25353.993,25802.453
1989,44,1945,silent,24228.754,24690.51
1989,45,1944,silent,23078.317,23556.55
1989,46,1943,silent,22254.811,22727.456
1989,47,1942,silent,21906.473,22333.008
1989,48,1941,silent,21863.339,22216.878
1989,49,1940,silent,21822.526,22106.505
1989,50,1939,silent,21862.79,22072.679
1989,51,1938,silent,21715.789,21853.511
1989,52,1937,silent,21223.099,21296.228
1989,53,1936,silent,20515.658,20525.282
1989,54,1935,silent,19871.929,19807.427
1989,55,1934,silent,19223.215,19076.726
1989,56,1933,silent,18656.873,18411.633
1989,57,1932,silent,18240.09,17873.984
1989,58,1931,silent,17909.979,17405.04
1989,59,1930,silent,17537.03,16895.798
1989,60,1929,silent,17147.629,16381.727
1989,61,1928,silent,16700.725,15766.924
1989,62,1927,other,16163.078,14997.103
1989,63,1926,other,15557.576,14127.402
1989,64,1925,other,14961.887,13275.478
1989,65,1924,greatest,14386.327,12427.551
1989,66,1923,greatest,13714.521,11589.36
1989,67,1922,greatest,12904.669,10778.833
1989,68,1921,greatest,12020.493,9997.596
1989,69,1920,greatest,11144.622,9217.788
1989,70,1919,greatest,10232.942,8431.008
1989,71,1918,greatest,9508.271,7747.292
1989,72,1917,greatest,9081.145,7214.195
1989,73,1916,greatest,8839.593,6780.675
1989,74,1915,greatest,8572.164,6356.235
1989,75,1914,greatest,8334.252,5968.645
1989,76,1913,greatest,7977.945,5527.713
1989,77,1912,greatest,7412.477,4982.481
1989,78,1911,greatest,6716.567,4380.388
1989,79,1910,greatest,6063.28,3819.323
1989,80,1909,other,34547.674,18057.132
1990,0,1990,millennial,65369.459,69173.703
1990,1,1989,millennial,63990.161,67575.719
1990,2,1988,millennial,62605.805,65994.169
1990,3,1987,millennial,61229.931,64441.544
1990,4,1986,millennial,59876.05,62930.336
1990,5,1985,millennial,58557.719,61473.121
1990,6,1984,millennial,57288.44,60082.39
1990,7,1983,millennial,56081.756,58770.647
1990,8,1982,millennial,54951.195,57550.429
1990,9,1981,millennial,53910.294,56434.252
1990,10,1980,x,52916.721,55374.344
1990,11,1979,x,51928.115,54322.866
1990,12,1978,x,51237.331,53593.935
1990,13,1977,x,50969.584,53320.67
1990,14,1976,x,50970.816,53334.669
1990,15,1975,x,50956.379,53334.064
1990,16,1974,x,50976.634,53378.888
1990,17,1973,x,50860.671,53244.191
1990,18,1972,x,50492.392,52787.228
1990,19,1971,x,49940.149,52102.644
1990,20,1970,x,49406.054,51443.682
1990,21,1969,x,48870.907,50778.591
1990,22,1968,x,48176.819,49979.3
1990,23,1967,x,47272.145,49013.245
1990,24,1966,x,46220.757,47928.442
1990,25,1965,x,45152.921,46820.529
1990,26,1964,boomer,44060.216,45688.719
1990,27,1963,boomer,42952.149,44535.072
1990,28,1962,boomer,41852.355,43376.233
1990,29,1961,boomer,40769.558,42226.628
1990,30,1960,boomer,39651.909,41043.829
1990,31,1959,boomer,38465.487,39788.195
1990,32,1958,boomer,37485.944,38752.565
1990,33,1957,boomer,36831.198,38063.193
1990,34,1956,boomer,36361.077,37569.034
1990,35,1955,boomer,35851.549,37033.529
1990,36,1954,boomer,35388.062,36552.642
1990,37,1953,boomer,34631.347,35738.459
1990,38,1952,boomer,33402.816,34389.595
1990,39,1951,boomer,31878.049,32707.867
1990,40,1950,boomer,30431.939,31111.638
1990,41,1949,boomer,29014.643,29535.472
1990,42,1948,boomer,27653.985,28065.954
1990,43,1947,boomer,26409.768,26794.348
1990,44,1946,boomer,25277.025,25685.094
1990,45,1945,silent,24148.447,24569.939
1990,46,1944,silent,22994.401,23432.629
1990,47,1943,silent,22166.365,22597.418
1990,48,1942,silent,21812.315,22192.957
1990,49,1941,silent,21762.654,22064.177
1990,50,1940,silent,21714.838,21940.806
1990,51,1939,silent,21747.421,21892.934
1990,52,1938,silent,21593.229,21661.047
1990,53,1937,silent,21094.455,21093.767
1990,54,1936,silent,20381.374,20314.293
1990,55,1935,silent,19731.385,19587.201
1990,56,1934,silent,19076.089,18847.434
1990,57,1933,silent,18501.905,18170.87
1990,58,1932,silent,18075.492,17617.908
1990,59,1931,silent,17734.465,17131.4
1990,60,1930,silent,17350.381,16605.252
1990,61,1929,silent,16949.588,16074.268
1990,62,1928,silent,16490.778,15444.6
1990,63,1927,other,15940.76,14663.216
1990,64,1926,other,15322.547,13784.34
1990,65,1925,other,14713.696,12923.142
1990,66,1924,greatest,14124.317,12066.064
1990,67,1923,greatest,13439.57,11220.128
1990,68,1922,greatest,12618.32,10403.55
1990,69,1921,greatest,11723.533,9617.391
1990,70,1920,greatest,10837.067,8833.684
1990,71,1919,greatest,9915.824,8045.111
1990,72,1918,greatest,9178.211,7356.284
1990,73,1917,greatest,8732.646,6812.449
1990,74,1916,greatest,8469.789,6365.503
1990,75,1915,greatest,8183.004,5930.111
1990,76,1914,greatest,7927.085,5532.849
1990,77,1913,greatest,7555.983,5088.1
1990,78,1912,greatest,6980.526,4547.685
1990,79,1911,greatest,6278.86,3956.919
1990,80,1910,greatest,5621.133,3408.139
1990,81,1909,other,4987.225,2885.102
1990,82,1908,other,4377.673,2416.117
1990,83,1907,other,3814.735,2025.455
1990,84,1906,other,3292.696,1696.433
1990,85,1905,other,2783.235,1385.787
1990,86,1904,other,2287.526,1097.788
1990,87,1903,other,1855.284,854.269
1990,88,1902,other,1507.11,660.295
1990,89,1901,other,1225.497,507.337
1990,90,1900,other,968.286,378.739
1990,91,1899,other,739.213,274.371
1990,92,1898,other,552.125,193
1990,93,1897,other,408.278,131.275
1990,94,1896,other,300.186,86.593
1990,95,1895,other,216.096,58.746
1990,96,1894,other,158.29,46.56
1990,97,1893,other,113.224,37.051
1990,98,1892,other,73.728,24.01
1990,99,1891,other,41.076,10.162
1990,100,1890,other,75.781,19.382
1991,0,1991,millennial,64275.739,68135.994
1991,1,1990,millennial,64743.951,68511.549
1991,2,1989,millennial,63576.397,67146.709
1991,3,1988,millennial,62345.376,65732.568
1991,4,1987,millennial,61072.649,64290.865
1991,5,1986,millennial,59779.941,62843.397
1991,6,1985,millennial,58482.252,61404.254
1991,7,1984,millennial,57194.669,59987.456
1991,8,1983,millennial,55972.24,58653.669
1991,9,1982,millennial,54850.042,57440.344
1991,10,1981,millennial,53829.741,56345.919
1991,11,1980,x,52836.626,55285.051
1991,12,1979,x,51835.895,54219.059
1991,13,1978,x,51131.648,53472.102
1991,14,1977,x,50851.814,53179.075
1991,15,1976,x,50842.044,53172.666
1991,16,1975,x,50814.167,53149.722
1991,17,1974,x,50818.773,53169.841
1991,18,1973,x,50693.21,53019.186
1991,19,1972,x,50325.067,52560.22
1991,20,1971,x,49779.524,51883.16
1991,21,1970,x,49251.449,51230.874
1991,22,1969,x,48722.628,50572.639
1991,23,1968,x,48035.736,49783.216
1991,24,1967,x,47138.595,48830.053
1991,25,1966,x,46094.752,47759.742
1991,26,1965,x,45034.996,46666.862
1991,27,1964,boomer,43950.961,45551.282
1991,28,1963,boomer,42849.028,44408.457
1991,29,1962,boomer,41751.396,43251.764
1991,30,1961,boomer,40667.94,42098.417
1991,31,1960,boomer,39549.71,40912.253
1991,32,1959,boomer,38362.334,39652.557
1991,33,1958,boomer,37381.144,38612.318
1991,34,1957,boomer,36724.203,37918.447
1991,35,1956,boomer,36251.495,37419.756
1991,36,1955,boomer,35738.916,36878.769
1991,37,1954,boomer,35271.966,36391.598
1991,38,1953,boomer,34512.102,35571.735
1991,39,1952,boomer,33281.105,34218.365
1991,40,1951,boomer,31754.39,32532.897
1991,41,1950,boomer,30305.845,30932.226
1991,42,1949,boomer,28885.433,29350.655
1991,43,1948,boomer,27522.908,27877.13
1991,44,1947,boomer,26278.805,26603.874
1991,45,1946,boomer,25147.123,25493.908
1991,46,1945,silent,24018.93,24377.297
1991,47,1944,silent,22865.285,23238.747
1991,48,1943,silent,22034.724,22397.638
1991,49,1942,silent,21673.728,21980.188
1991,50,1941,silent,21614.148,21833.818
1991,51,1940,silent,21556.133,21692.847
1991,52,1939,silent,21577.588,21626.097
1991,53,1938,silent,21412.799,21377.531
1991,54,1937,silent,20904.898,20797.777
1991,55,1936,silent,20183.324,20008.235
1991,56,1935,silent,19523.856,19270.308
1991,57,1934,silent,18858.636,18520.384
1991,58,1933,silent,18272.768,17830.121
1991,59,1932,silent,17832.116,17257.801
1991,60,1931,silent,17475.143,16748.837
1991,61,1930,silent,17075.361,16201.719
1991,62,1929,silent,16659.192,15650.245
1991,63,1928,silent,16184.184,15004.153
1991,64,1927,other,15616.918,14212.633
1991,65,1926,other,14981.236,13328.262
1991,66,1925,other,14355.059,12462.036
1991,67,1924,greatest,13747.621,11600.855
1991,68,1923,greatest,13049.486,10753.544
1991,69,1922,greatest,12221.966,9938.665
1991,70,1921,greatest,11325.298,9156.502
1991,71,1920,greatest,10437.5,8378.815
1991,72,1919,greatest,9517.766,7599.316
1991,73,1918,greatest,8775.236,6916.792
1991,74,1917,greatest,8313.817,6373.897
1991,75,1916,greatest,8029.346,5925.56
1991,76,1915,greatest,7724.522,5491.454
1991,77,1914,greatest,7452.109,5096.207
1991,78,1913,greatest,7073.08,4662.093
1991,79,1912,greatest,6502.578,4145.034
1991,80,1911,greatest,5815.457,3586.266
1991,81,1910,greatest,5173.414,3069.419
1991,82,1909,other,4556.141,2578.948
1991,83,1908,other,3969.618,2143.002
1991,84,1907,other,3437.384,1784.503
1991,85,1906,other,2951.252,1486.713
1991,86,1905,other,2478.381,1207.427
1991,87,1904,other,2020.876,951.003
1991,88,1903,other,1625.299,735.507
1991,89,1902,other,1310.3,564.376
1991,90,1901,other,1058.926,430.175
1991,91,1900,other,831.928,319.336
1991,92,1899,other,632.593,231.33
1991,93,1898,other,470.513,162.868
1991,94,1897,other,345.165,110.061
1991,95,1896,other,250.674,71.246
1991,96,1895,other,166.777,48.584
1991,97,1894,other,118.822,38.048
1991,98,1893,other,77.074,24.367
1991,99,1892,other,42.886,10.132
1991,100,1891,other,80.561,20.317
1992,0,1992,millennial,62615.319,66492.22
1992,1,1991,millennial,62831.881,66583.797
1992,2,1990,millennial,64181.072,67916.045
1992,3,1989,millennial,63220.858,66779.029
1992,4,1988,millennial,62139.227,65527.493
1992,5,1987,millennial,60966.103,64192.523
1992,6,1986,millennial,59731.429,62805.211
1992,7,1985,millennial,58451.715,61381.064
1992,8,1984,millennial,57143.528,59935.59
1992,9,1983,millennial,55903.58,58577.844
1992,10,1982,millennial,54788.44,57370.086
1992,11,1981,millennial,53787.967,56296.633
1992,12,1980,x,52794.77,55234.402
1992,13,1979,x,51781.584,54153.682
1992,14,1978,x,51064.194,53389.214
1992,15,1977,x,50773.481,53077.861
1992,16,1976,x,50754.491,53053.052
1992,17,1975,x,50714.989,53009.764
1992,18,1974,x,50705.719,53007.294
1992,19,1973,x,50572.081,52842.322
1992,20,1972,x,50204.886,52382.061
1992,21,1971,x,49666.346,51712.636
1992,22,1970,x,49144.572,51067.125
1992,23,1969,x,48622.4,50415.849
1992,24,1968,x,47942.239,49635.687
1992,25,1967,x,47051.003,48693.814
1992,26,1966,x,46012.404,47635.748
1992,27,1965,x,44958.427,46555.652
1992,28,1964,boomer,43880.672,45454.01
1992,29,1963,boomer,42782.641,44319.764
1992,30,1962,boomer,41685.239,43163.263
1992,31,1961,boomer,40599.545,42004.445
1992,32,1960,boomer,39478.992,40813.067
1992,33,1959,boomer,38288.731,39547.321
1992,34,1958,boomer,37304.834,38501.378
1992,35,1957,boomer,36646.014,37803.416
1992,36,1956,boomer,36171.798,37301.463
1992,37,1955,boomer,35657.15,36756.159
1992,38,1954,boomer,35187.933,36264.09
1992,39,1953,boomer,34425.116,35438.832
1992,40,1952,boomer,33190.269,34079.481
1992,41,1951,boomer,31659.057,32387.658
1992,42,1950,boomer,30205.835,30780.159
1992,43,1949,boomer,28780.035,29190.744
1992,44,1948,boomer,27413.688,27711.251
1992,45,1947,boomer,26168.362,26435.058
1992,46,1946,boomer,25036.767,25323.64
1992,47,1945,silent,23908.004,24204.725
1992,48,1944,silent,22753.652,23064.049
1992,49,1943,silent,21919.817,22216.352
1992,50,1942,silent,21551.534,21785.554
1992,51,1941,silent,21481.895,21621.421
1992,52,1940,silent,21413.658,21462.685
1992,53,1939,silent,21423.967,21376.999
1992,54,1938,silent,21248.493,21111.587
1992,55,1937,silent,20731.236,20519.072
1992,56,1936,silent,20000.817,19719.077
1992,57,1935,silent,19331.552,18969.924
1992,58,1934,silent,18656.15,18209.465
1992,59,1933,silent,18058.204,17505.078
1992,60,1932,silent,17602.847,16912.813
1992,61,1931,silent,17229.351,16380.695
1992,62,1930,silent,16813.322,15811.946
1992,63,1929,silent,16381.189,15239.294
1992,64,1928,silent,15889.427,14576.08
1992,65,1927,other,15304.423,13773.704
1992,66,1926,other,14650.774,12883.188
1992,67,1925,other,14006.742,12011.227
1992,68,1924,greatest,13380.771,11145.234
1992,69,1923,greatest,12668.746,10295.884
1992,70,1922,greatest,11834.523,9482.239
1992,71,1921,greatest,10935.555,8703.67
1992,72,1920,greatest,10045.988,7931.575
1992,73,1919,greatest,9127.349,7160.753
1992,74,1918,greatest,8379.458,6484.093
1992,75,1917,greatest,7901.744,5941.479
1992,76,1916,greatest,7595.166,5491.149
1992,77,1915,greatest,7271.802,5057.646
1992,78,1914,greatest,6982.48,4663.787
1992,79,1913,greatest,6594.999,4239.71
1992,80,1912,greatest,6028.968,3745.511
1992,81,1911,greatest,5355.831,3218.258
1992,82,1910,greatest,4728.955,2732.907
1992,83,1909,other,4127.787,2274.572
1992,84,1908,other,3563.866,1871.297
1992,85,1907,other,3061.932,1544.651
1992,86,1906,other,2611.341,1277.88
1992,87,1905,other,2174.817,1029.758
1992,88,1904,other,1755.172,804.762
1992,89,1903,other,1396.062,617.143
1992,90,1902,other,1114.031,468.763
1992,91,1901,other,892.749,353.188
1992,92,1900,other,695.854,260.104
1992,93,1899,other,526.153,188.387
1992,94,1898,other,388.997,132.797
1992,95,1897,other,282.121,88.904
1992,96,1896,other,201.2,55.92
1992,97,1895,other,124.833,38.875
1992,98,1894,other,80.85,24.367
1992,99,1893,other,45.094,9.836
1992,100,1892,other,85.458,21.256
1993,0,1993,millennial,60702.908,64566.446
1993,1,1992,millennial,61770.45,65567.951
1993,2,1991,millennial,62353.812,66065.549
1993,3,1990,millennial,63644.101,67345.591
1993,4,1989,millennial,62890.437,66435.419
1993,5,1988,millennial,61957.185,65345.333
1993,6,1987,millennial,60882.549,64115.783
1993,7,1986,millennial,59704.681,62787.204
1993,8,1985,millennial,58441.587,61376.577
1993,9,1984,millennial,57111.376,59900.874
1993,10,1983,millennial,55852.755,58517.958
1993,11,1982,millennial,54744.13,57315.255
1993,12,1981,millennial,53763.288,56262.768
1993,13,1980,x,52769.839,55199.05
1993,14,1979,x,51743.958,54103.577
1993,15,1978,x,51013.48,53321.772
1993,16,1977,x,50712.305,52992.587
1993,17,1976,x,50684.664,52950.006
1993,18,1975,x,50634.07,52887.072
1993,19,1974,x,50611.606,52862.734
1993,20,1973,x,50470.317,52683.949
1993,21,1972,x,50104.356,52222.643
1993,22,1971,x,49572.875,51560.883
1993,23,1970,x,49057.495,50922.088
1993,24,1969,x,48542.01,50277.805
1993,25,1968,x,47868.354,49506.585
1993,26,1967,x,46982.359,48575.366
1993,27,1966,x,45948.027,47528.655
1993,28,1965,x,44898.852,46460.434
1993,29,1964,boomer,43826.421,45371.793
1993,30,1963,boomer,42731.351,44245.259
1993,31,1962,boomer,41633.37,43088.152
1993,32,1961,boomer,40544.749,41923.201
1993,33,1960,boomer,39421.166,40725.932
1993,34,1959,boomer,38227.191,39453.314
1993,35,1958,boomer,37240.187,38401.254
1993,36,1957,boomer,36579.548,37699.381
1993,37,1956,boomer,36104.26,37194.68
1993,38,1955,boomer,35587.931,36645.498
1993,39,1954,boomer,35116.918,36149.108
1993,40,1953,boomer,34351.229,35318.593
1993,41,1952,boomer,33111.841,33952.676
1993,42,1951,boomer,31575.157,32253.458
1993,43,1950,boomer,30116.27,30638.209
1993,44,1949,boomer,28684.126,29040.005
1993,45,1948,boomer,27313.108,27553.735
1993,46,1947,boomer,26066.016,26274.123
1993,47,1946,boomer,24934.181,25161.036
1993,48,1945,silent,23804.401,24039.502
1993,49,1944,silent,22648.971,22896.398
1993,50,1943,silent,21811.541,22041.876
1993,51,1942,silent,21435.756,21597.48
1993,52,1941,silent,21355.937,21415.357
1993,53,1940,silent,21277.326,21238.675
1993,54,1939,silent,21276.425,21133.889
1993,55,1938,silent,21090.194,20851.508
1993,56,1937,silent,20563.47,20246.109
1993,57,1936,silent,19824.089,19435.586
1993,58,1935,silent,19144.92,18675.173
1993,59,1934,silent,18459.242,17904.124
1993,60,1933,silent,17849.101,17185.448
1993,61,1932,silent,17378.779,16573.005
1993,62,1931,silent,16988.504,16017.423
1993,63,1930,silent,16555.936,15426.692
1993,64,1929,silent,16107.547,14832.546
1993,65,1928,silent,15598.791,14151.889
1993,66,1927,other,14995.806,13338.465
1993,67,1926,other,14323.95,12441.566
1993,68,1925,other,13661.891,11563.653
1993,69,1924,greatest,13017.134,10692.647
1993,70,1923,greatest,12291.058,9841.08
1993,71,1922,greatest,11449.912,9028.455
1993,72,1921,greatest,10548.517,8253.309
1993,73,1920,greatest,9657.028,7486.667
1993,74,1919,greatest,8739.338,6724.39
1993,75,1918,greatest,7985.938,6053.389
1993,76,1917,greatest,7491.697,5510.86
1993,77,1916,greatest,7162.757,5058.246
1993,78,1915,greatest,6820.655,4625.114
1993,79,1914,greatest,6514.179,4232.41
1993,80,1913,greatest,6118.071,3818.176
1993,81,1912,greatest,5556.288,3346.673
1993,82,1911,greatest,4896.994,2850.809
1993,83,1910,greatest,4285.111,2396.805
1993,84,1909,other,3699.908,1970.519
1993,85,1908,other,3158.447,1599.814
1993,86,1907,other,2686.716,1304.975
1993,87,1906,other,2271.654,1069.177
1993,88,1905,other,1871.353,852.177
1993,89,1904,other,1489.574,658.576
1993,90,1903,other,1166.852,498.834
1993,91,1902,other,917.767,373.158
1993,92,1901,other,726.569,276.263
1993,93,1900,other,559.764,200.847
1993,94,1899,other,419.753,145.476
1993,95,1898,other,307.475,102.74
1993,96,1897,other,219.059,67.766
1993,97,1896,other,151.716,40.567
1993,98,1895,other,84.889,24.41
1993,99,1894,other,47.5,9.573
1993,100,1893,other,90.484,22.213
1994,0,1994,millennial,58999.597,62837.064
1994,1,1993,millennial,60696.824,64521.469
1994,2,1992,millennial,61822.187,65603.191
1994,3,1991,millennial,62435.2,66145.911
1994,4,1990,millennial,63094.384,66757.076
1994,5,1989,millennial,62548.473,66075.225
1994,6,1988,millennial,61764.647,65147.903
1994,7,1987,millennial,60789.373,64024.885
1994,8,1986,millennial,59669.055,62756.026
1994,9,1985,millennial,58423.232,61359.746
1994,10,1984,millennial,57071.474,59854.498
1994,11,1983,millennial,55794.548,58446.908
1994,12,1982,millennial,54692.627,57249.611
1994,13,1981,millennial,53731.509,56218.257
1994,14,1980,x,52737.755,55153.184
1994,15,1979,x,51699.148,54042.974
1994,16,1978,x,50955.299,53243.581
1994,17,1977,x,50643,52895.93
1994,18,1976,x,50605.913,52834.753
1994,19,1975,x,50543.485,52751.263
1994,20,1974,x,50506.961,52704.189
1994,21,1973,x,50357.376,52510.862
1994,22,1972,x,49992.231,52048.152
1994,23,1971,x,49467.583,51393.835
1994,24,1970,x,48958.358,50761.66
1994,25,1969,x,48449.369,50124.165
1994,26,1968,x,47782.228,49361.996
1994,27,1967,x,46901.837,48441.83
1994,28,1966,x,45872.403,47407.092
1994,29,1965,x,44828.649,46351.395
1994,30,1964,boomer,43762.146,45276.431
1994,31,1963,boomer,42670.633,44158.246
1994,32,1962,boomer,41572.587,43001.118
1994,33,1961,boomer,40481.441,41830.553
1994,34,1960,boomer,39355.21,40627.903
1994,35,1959,boomer,38158.075,39349.038
1994,36,1958,boomer,37168.153,38291.202
1994,37,1957,boomer,36505.548,37585.224
1994,38,1956,boomer,36028.742,37077.377
1994,39,1955,boomer,35510.373,36523.961
1994,40,1954,boomer,35037.116,36022.778
1994,41,1953,boomer,34268.411,35186.921
1994,42,1952,boomer,33024.869,33814.917
1994,43,1951,boomer,31483.324,32109.177
1994,44,1950,boomer,30019.393,30486.907
1994,45,1949,boomer,28581.46,28880.701
1994,46,1948,boomer,27206.354,27388.319
1994,47,1947,boomer,25957.861,26105.781
1994,48,1946,boomer,24826.105,24991.326
1994,49,1945,silent,23695.653,23867.5
1994,50,1944,silent,22539.517,22722.376
1994,51,1943,silent,21698.691,21861.224
1994,52,1942,silent,21315.35,21403.179
1994,53,1941,silent,21225.193,21202.867
1994,54,1940,silent,21136.027,21008.06
1994,55,1939,silent,21123.688,20883.915
1994,56,1938,silent,20926.588,20584.472
1994,57,1937,silent,20390.475,19966.388
1994,58,1936,silent,19642.376,19145.66
1994,59,1935,silent,18953.504,18374.3
1994,60,1934,silent,18257.734,17592.995
1994,61,1933,silent,17635.534,16860.33
1994,62,1932,silent,17150.362,16227.863
1994,63,1931,silent,16743.332,15648.932
1994,64,1930,silent,16294.251,15036.417
1994,65,1929,silent,15829.74,14420.896
1994,66,1928,silent,15304.024,13723.04
1994,67,1927,other,14683.197,12898.857
1994,68,1926,other,13993.353,11995.947
1994,69,1925,other,13313.389,11112.496
1994,70,1924,greatest,12650.013,10236.785
1994,71,1923,greatest,11910.024,9383.347
1994,72,1922,greatest,11062.217,8571.939
1994,73,1921,greatest,10158.565,7800.415
1994,74,1920,greatest,9265.362,7039.381
1994,75,1919,greatest,8348.851,6285.794
1994,76,1918,greatest,7590.081,5620.617
1994,77,1917,greatest,7079.419,5078.344
1994,78,1916,greatest,6728.184,4623.599
1994,79,1915,greatest,6367.398,4191.009
1994,80,1914,greatest,6043.781,3799.591
1994,81,1913,greatest,5639.148,3395.324
1994,82,1912,greatest,5081.79,2946.667
1994,83,1911,greatest,4436.575,2482.401
1994,84,1910,greatest,3839.898,2059.917
1994,85,1909,other,3270.87,1665.801
1994,86,1908,other,2752.06,1327.813
1994,87,1907,other,2310.706,1064.892
1994,88,1906,other,1931.267,860.132
1994,89,1905,other,1567.349,674.357
1994,90,1904,other,1223.527,512.196
1994,91,1903,other,937.316,380.394
1994,92,1902,other,721.277,277.469
1994,93,1901,other,560.224,199.24
1994,94,1900,other,423.553,141.571
1994,95,1899,other,313.214,102.514
1994,96,1898,other,225.919,72.649
1994,97,1897,other,155.983,46.594
1994,98,1896,other,102.217,25.239
1994,99,1895,other,50.151,9.54
1994,100,1894,other,95.571,23.123
1995,0,1995,millennial,57856.197,61670.505
1995,1,1994,millennial,59816.994,63657.272
1995,2,1993,millennial,61209.015,65038.067
1995,3,1992,millennial,62086.803,65871.961
1995,4,1991,millennial,62504.924,66217.994
1995,5,1990,millennial,62518.022,66135.234
1995,6,1989,millennial,62180.634,65682.753
1995,7,1988,millennial,61547.346,64919.589
1995,8,1987,millennial,60672.764,63904.814
1995,9,1986,millennial,59611.464,62697.497
1995,10,1985,millennial,58384.487,61317.519
1995,11,1984,millennial,57012.928,59784.821
1995,12,1983,millennial,55718.971,58354.18
1995,13,1982,millennial,54624.283,57162.964
1995,14,1981,millennial,53682.836,56152.787
1995,15,1980,x,52688.795,55086.426
1995,16,1979,x,51637.463,53961.563
1995,17,1978,x,50879.813,53144.206
1995,18,1977,x,50555.493,52777.071
1995,19,1976,x,50507.691,52695.883
1995,20,1975,x,50432.14,52590.522
1995,21,1974,x,50380.286,52519.235
1995,22,1973,x,50221.357,52310.276
1995,23,1972,x,49856.409,51845.549
1995,24,1971,x,49338.332,51198.548
1995,25,1970,x,48835.005,50572.806
1995,26,1969,x,48332.237,49941.972
1995,27,1968,x,47671.809,49189.102
1995,28,1967,x,46797.836,48280.842
1995,29,1966,x,45774.484,47259.319
1995,30,1965,x,44737.354,46217.389
1995,31,1964,boomer,43678.068,45157.382
1995,32,1963,boomer,42591.282,44048.805
1995,33,1962,boomer,41494.13,42892.713
1995,34,1961,boomer,40401.222,41717.403
1995,35,1960,boomer,39273.249,40510.372
1995,36,1959,boomer,38073.891,39226.37
1995,37,1958,boomer,37081.51,38163.297
1995,38,1957,boomer,36416.684,37453.008
1995,39,1956,boomer,35937.655,36941.25
1995,40,1955,boomer,35416.579,36382.944
1995,41,1954,boomer,34940.311,35876.191
1995,42,1953,boomer,34168.351,35034.82
1995,43,1952,boomer,32921.366,33657.602
1995,44,1951,boomer,31376.261,31946.857
1995,45,1950,boomer,29908.432,30318.988
1995,46,1949,boomer,28465.907,28706.147
1995,47,1948,boomer,27087.695,27208.849
1995,48,1947,boomer,25838.604,25924.174
1995,49,1946,boomer,24707.456,24808.861
1995,50,1945,silent,23576.963,23683.368
1995,51,1944,silent,22420.774,22536.812
1995,52,1943,silent,21576.93,21669.434
1995,53,1942,silent,21186.104,21197.829
1995,54,1941,silent,21085.406,20979.202
1995,55,1940,silent,20985.512,20766.125
1995,56,1939,silent,20961.491,20622.442
1995,57,1938,silent,20753.426,20305.926
1995,58,1937,silent,20208.165,19675.473
1995,59,1936,silent,19451.686,18845.087
1995,60,1935,silent,18753.468,18063.216
1995,61,1934,silent,18047.951,17272.183
1995,62,1933,silent,17414.009,16525.997
1995,63,1932,silent,16914.191,15873.907
1995,64,1931,silent,16490.574,15271.979
1995,65,1930,silent,16025.228,14638.03
1995,66,1929,silent,15544.737,14001.542
1995,67,1928,silent,15002.352,13286.907
1995,68,1927,other,14363.969,12452.502
1995,69,1926,other,13656.441,11544.195
1995,70,1925,other,12958.918,10655.741
1995,71,1924,greatest,12277.253,9775.925
1995,72,1923,greatest,11523.709,8921.092
1995,73,1922,greatest,10669.554,8111.342
1995,74,1921,greatest,9764.06,7343.718
1995,75,1920,greatest,8869.508,6588.607
1995,76,1919,greatest,7954.56,5844.038
1995,77,1918,greatest,7190.778,5184.965
1995,78,1917,greatest,6663.892,4643.238
1995,79,1916,greatest,6290.528,4186.659
1995,80,1915,greatest,5911.213,3754.845
1995,81,1914,greatest,5570.626,3364.966
1995,82,1913,greatest,5157.652,2970.917
1995,83,1912,greatest,4605.047,2545.358
1995,84,1911,greatest,3974.256,2112.914
1995,85,1910,greatest,3393.14,1722.16
1995,86,1909,other,2840.639,1360.462
1995,87,1908,other,2344.747,1055.349
1995,88,1907,other,1933.962,824.459
1995,89,1906,other,1590.295,650.823
1995,90,1905,other,1262.882,496.323
1995,91,1904,other,957.184,365.686
1995,92,1903,other,707.569,261.853
