ons_id,ons_name,ft_name,region_code,region_name,2010,2011,2012
E07000077,Carmarthen East and Dinefwr,Carmarthen East and Dinefwr,W08000001,Wales,0.9,0.5,0.63743728
E07000078,Carmarthen West and South Pembrokeshire,Carmarthen West and South Pembrokeshire,W08000001,Wales,0.9,0.5,0.085993832
E07000079,Carshalton and Wallington,Carshalton and Wallington,E15000007,London,0.9,0.5,0.027349729
E07000207,Castle Point,Castle Point,E15000006,Eastern,0.9,0.5,0.071438191
W06000008,Ceredigion,Ceredigion,W08000001,Wales,0.9,0.5,0.005683781
E07000208,Charnwood,Charnwood,E15000004,East Midlands,0.9,0.5,0.925482758
W06000009,Chatham and Aylesford,Chatham and Aylesford,E15000008,South East,0.9,0.5,0.575355793
E07000209,Cheadle,Cheadle,E15000002,North West,0.9,0.5,0.958310875
W06000010,Chelmsford,Chelmsford,E15000006,Eastern,0.9,0.5,0.642710936
E06000039,Chelsea and Fulham,Chelsea and Fulham,E15000007,London,0.9,0.5,0.281061833
E07000210,Cheltenham,Cheltenham,E15000009,South West,0.9,0.5,0.814798831
W06000011,Chesham and Amersham,Chesham and Amersham,E15000008,South East,0.9,0.5,0.413597576
E06000040,City of Chester,City of Chester,E15000002,North West,0.9,0.5,0.784308378
E07000211,Chesterfield,Chesterfield,E15000004,East Midlands,0.9,0.5,0.996441553
W06000012,Chichester,Chichester,E15000008,South East,0.9,0.5,0.089737794
E06000041,Chingford and Woodford Green,Chingford and Woodford Green,E15000007,London,0.9,0.5,0.292589409
E07000212,Chippenham,Chippenham,E15000009,South West,0.9,0.5,0.346611026
W06000013,Chipping Barnet,Chipping Barnet,E15000007,London,0.9,0.5,0.701917307
E06000042,Chorley,Chorley,E15000002,North West,0.9,0.5,0.681636089
E07000213,Christchurch,Christchurch,E15000009,South West,0.9,0.5,0.662249462
W06000014,Cities of London and Westminster,Cities of London and Westminster,E15000007,London,0.9,0.5,0.314995674
E06000043,Clacton,Clacton,E15000006,Eastern,0.9,0.5,0.717711525
E07000214,Cleethorpes,Cleethorpes,E15000003,Yorkshire and The Humber,0.9,0.5,0.678505273
W06000015,Clwyd South,Clwyd South,W08000001,Wales,0.9,0.5,0.402572792
E06000044,Clwyd West,Clwyd West,W08000001,Wales,0.9,0.5,0.994179825
E07000215,"Coatbridge, Chryston and Bellshill","Coatbridge, Chryston and Bellshill",S92000003,Scotland,0.9,0.5,0.496788221
W06000016,Colchester,Colchester,E15000006,Eastern,0.9,0.5,0.64023067
E06000045,Colne Valley,Colne Valley,E15000003,Yorkshire and The Humber,0.9,0.5,0.076167345
E07000216,Congleton,Congleton,E15000002,North West,0.9,0.5,0.169416176
W06000018,Copeland,Copeland,E15000002,North West,0.9,0.5,0.488572902
E06000046,Corby,Corby,E15000004,East Midlands,0.9,0.5,0.452621912
E07000217,North Cornwall,North Cornwall,E15000009,South West,0.9,0.5,0.450470232
W06000019,South East Cornwall,South East Cornwall,E15000009,South West,0.9,0.5,0.026085357
E06000047,The Cotswolds,The Cotswolds,E15000009,South West,0.9,0.5,0.793488403
E07000218,Coventry North East,Coventry North East,E15000005,West Midlands,0.9,0.5,0.16451059
W06000020,Coventry North West,Coventry North West,E15000005,West Midlands,0.9,0.5,0.582581617
E06000049,Coventry South,Coventry South,E15000005,West Midlands,0.9,0.5,0.78434716
E07000219,Crawley,Crawley,E15000008,South East,0.9,0.5,0.891631285
W06000021,Crewe and Nantwich,Crewe and Nantwich,E15000002,North West,0.9,0.5,0.639569653
E06000050,Croydon Central,Croydon Central,E15000007,London,0.9,0.5,0.807876204
E07000220,Croydon North,Croydon North,E15000007,London,0.9,0.5,0.122978541
W06000022,Croydon South,Croydon South,E15000007,London,0.9,0.5,0.764579751
E06000051,"Cumbernauld, Kilsyth and Kirkintilloch East","Cumbernauld, Kilsyth and Kirkintilloch East",S92000003,Scotland,0.9,0.5,0.808730762
E07000221,Cynon Valley,Cynon Valley,W08000001,Wales,0.9,0.5,0.087173966
W06000023,Dagenham and Rainham,Dagenham and Rainham,E15000007,London,0.9,0.5,0.893640816
E06000052,Darlington,Darlington,E15000001,North East,0.9,0.5,0.739286562
E07000222,Dartford,Dartford,E15000008,South East,0.9,0.5,0.995053466
W06000024,Daventry,Daventry,E15000004,East Midlands,0.9,0.5,0.573679461
E06000053,Delyn,Delyn,W08000001,Wales,0.9,0.5,0.167666835
E07000223,Denton and Reddish,Denton and Reddish,E15000002,North West,0.9,0.5,0.29795087
E06000054,Derby North,Derby North,E15000004,East Midlands,0.9,0.5,0.348251441
E07000224,Derby South,Derby South,E15000004,East Midlands,0.9,0.5,0.746993448
E06000055,Derbyshire Dales,Derbyshire Dales,E15000004,East Midlands,0.9,0.5,0.727449269
E07000225,Mid Derbyshire,Mid Derbyshire,E15000004,East Midlands,0.9,0.5,0.746993799
E06000056,North East Derbyshire,North East Derbyshire,E15000004,East Midlands,0.9,0.5,0.608705539
E07000226,South Derbyshire,South Derbyshire,E15000004,East Midlands,0.9,0.5,0.212099883
E06000057,Devizes,Devizes,E15000009,South West,0.9,0.5,0.5772537
E07000227,Central Devon,Central Devon,E15000009,South West,0.9,0.5,0.32157072
E07000228,East Devon,East Devon,E15000009,South West,0.9,0.5,0.927489883
E07000229,North Devon,North Devon,E15000009,South West,0.9,0.5,0.278044579
E07000234,South West Devon,South West Devon,E15000009,South West,0.9,0.5,0.033798051
E07000235,Torridge and West Devon,Torridge and West Devon,E15000009,South West,0.9,0.5,0.63406883
E07000236,Dewsbury,Dewsbury,E15000003,Yorkshire and The Humber,0.9,0.5,0.850654286
E07000237,Don Valley,Don Valley,E15000003,Yorkshire and The Humber,0.9,0.5,0.34093229
E07000238,Doncaster Central,Doncaster Central,E15000003,Yorkshire and The Humber,0.9,0.5,0.882876446
E07000239,Doncaster North,Doncaster North,E15000003,Yorkshire and The Humber,0.9,0.5,0.030829431
E07000240,Mid Dorset and North Poole,Mid Dorset and North Poole,E15000009,South West,0.9,0.5,0.100209713
E07000241,North Dorset,North Dorset,E15000009,South West,0.9,0.5,0.847800682
E07000242,South Dorset,South Dorset,E15000009,South West,0.9,0.5,0.614441144
E07000243,West Dorset,West Dorset,E15000009,South West,0.9,0.5,0.133603643
E08000001,Dover,Dover,E15000008,South East,0.9,0.5,0.472528778
E08000002,North Down,North Down,N92000002,Northern Ireland,0.9,0.5,0.583577351
E08000003,South Down,South Down,N92000002,Northern Ireland,0.9,0.5,0.698420411
E08000004,Dudley North,Dudley North,E15000005,West Midlands,0.9,0.5,0.953960545
E08000005,Dudley South,Dudley South,E15000005,West Midlands,0.9,0.5,0.76882203
E08000006,Dulwich and West Norwood,Dulwich and West Norwood,E15000007,London,0.9,0.5,0.446981259
E08000007,Dumfries and Galloway,Dumfries and Galloway,S92000003,Scotland,0.9,0.5,0.177678864
E08000008,"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale and Tweeddale",S92000003,Scotland,0.9,0.5,0.052036195
E08000009,East Dunbartonshire,East Dunbartonshire,S92000003,Scotland,0.9,0.5,0.003794007
E08000010,West Dunbartonshire,West Dunbartonshire,S92000003,Scotland,0.9,0.5,0.446832024
E08000011,Dundee East,Dundee East,S92000003,Scotland,0.9,0.5,0.525277478
E08000012,Dundee West,Dundee West,S92000003,Scotland,0.9,0.5,0.301883697
E08000025,Dunfermline and West Fife,Dunfermline and West Fife,S92000003,Scotland,0.9,0.5,0.197355712
E08000013,City of Durham,City of Durham,E15000001,North East,0.9,0.5,0.588555987
E08000014,North Durham,North Durham,E15000001,North East,0.9,0.5,0.602774438
E08000015,North West Durham,North West Durham,E15000001,North East,0.9,0.5,0.650413607
E08000016,Dwyfor Meirionnydd,Dwyfor Meirionnydd,W08000001,Wales,0.9,0.5,0.751619555
E08000017,Ealing Central and Acton,Ealing Central and Acton,E15000007,London,0.9,0.5,0.185163885
E08000018,Ealing North,Ealing North,E15000007,London,0.9,0.5,0.866685584
E08000019,"Ealing, Southall","Ealing, Southall",E15000007,London,0.9,0.5,0.560168013
E08000021,Easington,Easington,E15000001,North East,0.9,0.5,0.490339251
E08000022,East Ham,East Ham,E15000007,London,0.9,0.5,0.595278393
E08000023,"East Kilbride, Strathaven and Lesmahagow","East Kilbride, Strathaven and Lesmahagow",S92000003,Scotland,0.9,0.5,0.286342026
E08000024,East Lothian,East Lothian,S92000003,Scotland,0.9,0.5,0.946706218
E07000080,Eastbourne,Eastbourne,E15000008,South East,0.9,0.5,0.961237722
E08000026,Eastleigh,Eastleigh,E15000008,South East,0.9,0.5,0.48907494
E07000081,Eddisbury,Eddisbury,E15000002,North West,0.9,0.5,0.292758786
E08000027,Edinburgh East,Edinburgh East,S92000003,Scotland,0.9,0.5,0.240936274
E07000082,Edinburgh North and Leith,Edinburgh North and Leith,S92000003,Scotland,0.9,0.5,0.156961584
E08000028,Edinburgh South,Edinburgh South,S92000003,Scotland,0.9,0.5,0.860370448
E07000083,Edinburgh South West,Edinburgh South West,S92000003,Scotland,0.9,0.5,0.464052826
E08000029,Edinburgh West,Edinburgh West,S92000003,Scotland,0.9,0.5,0.459605593
E07000084,Edmonton,Edmonton,E15000007,London,0.9,0.5,0.939342665
E08000030,Ellesmere Port and Neston,Ellesmere Port and Neston,E15000002,North West,0.9,0.5,0.366995064
E07000085,Elmet and Rothwell,Elmet and Rothwell,E15000003,Yorkshire and The Humber,0.9,0.5,0.122535313
E08000031,Eltham,Eltham,E15000007,London,0.9,0.5,0.598805384
E07000086,Enfield North,Enfield North,E15000007,London,0.9,0.5,0.286547562
E08000032,"Enfield, Southgate","Enfield, Southgate",E15000007,London,0.9,0.5,0.987736854
E07000087,Epping Forest,Epping Forest,E15000006,Eastern,0.9,0.5,0.853930385
E08000033,Epsom and Ewell,Epsom and Ewell,E15000008,South East,0.9,0.5,0.444873047
E07000088,Erewash,Erewash,E15000004,East Midlands,0.9,0.5,0.746794831
E08000034,Erith and Thamesmead,Erith and Thamesmead,E15000007,London,0.9,0.5,0.520928835
E07000089,Esher and Walton,Esher and Walton,E15000008,South East,0.9,0.5,0.943616319
E08000035,Exeter,Exeter,E15000009,South West,0.9,0.5,0.553914181
E07000090,Falkirk,Falkirk,S92000003,Scotland,0.9,0.5,0.030257246
E08000036,Fareham,Fareham,E15000008,South East,0.9,0.5,0.304535692
E07000091,Faversham and Mid Kent,Faversham and Mid Kent,E15000008,South East,0.9,0.5,0.679935886
E08000037,Feltham and Heston,Feltham and Heston,E15000007,London,0.9,0.5,0.674224007
E07000092,Fermanagh and South Tyrone,Fermanagh and South Tyrone,N92000002,Northern Ireland,0.9,0.5,0.038311405
E09000001,North East Fife,North East Fife,S92000003,Scotland,0.9,0.5,0.940996231
E07000093,Filton and Bradley Stoke,Filton and Bradley Stoke,E15000009,South West,0.9,0.5,0.855788793
E09000002,Finchley and Golders Green,Finchley and Golders Green,E15000007,London,0.9,0.5,0.29453365
E07000094,Folkestone and Hythe,Folkestone and Hythe,E15000008,South East,0.9,0.5,0.279382501
E09000003,Forest of Dean,Forest of Dean,E15000009,South West,0.9,0.5,0.966525172
E07000095,Foyle,Foyle,N92000002,Northern Ireland,0.9,0.5,0.259069072
E09000004,Fylde,Fylde,E15000002,North West,0.9,0.5,0.520320323
E07000096,Gainsborough,Gainsborough,E15000004,East Midlands,0.9,0.5,0.138082278
E09000005,Garston and Halewood,Garston and Halewood,E15000002,North West,0.9,0.5,0.816031014
E07000098,Gateshead,Gateshead,E15000001,North East,0.9,0.5,0.17234845
E09000006,Gedling,Gedling,E15000004,East Midlands,0.9,0.5,0.756328053
E07000099,Gillingham and Rainham,Gillingham and Rainham,E15000008,South East,0.9,0.5,0.12756586
E09000007,Glasgow Central,Glasgow Central,S92000003,Scotland,0.9,0.5,0.976218206
E07000102,Glasgow East,Glasgow East,S92000003,Scotland,0.9,0.5,0.374584701
E09000008,Glasgow North,Glasgow North,S92000003,Scotland,0.9,0.5,0.118816509
E07000103,Glasgow North East,Glasgow North East,S92000003,Scotland,0.9,0.5,0.415241678
E09000009,Glasgow North West,Glasgow North West,S92000003,Scotland,0.9,0.5,0.681904875
E07000105,Glasgow South,Glasgow South,S92000003,Scotland,0.9,0.5,0.482646001
E09000010,Glasgow South West,Glasgow South West,S92000003,Scotland,0.9,0.5,0.301521148
E07000106,Glenrothes,Glenrothes,S92000003,Scotland,0.9,0.5,0.01061755
E09000011,Gloucester,Gloucester,E15000009,South West,0.9,0.5,0.632986916
E07000107,Gordon,Gordon,S92000003,Scotland,0.9,0.5,0.658022221
E09000012,Gosport,Gosport,E15000008,South East,0.9,0.5,0.552672727
E07000108,Gower,Gower,W08000001,Wales,0.9,0.5,0.828775185
E09000013,Grantham and Stamford,Grantham and Stamford,E15000004,East Midlands,0.9,0.5,0.499943869
E07000109,Gravesham,Gravesham,E15000008,South East,0.9,0.5,0.129120698
E09000014,Great Grimsby,Great Grimsby,E15000003,Yorkshire and The Humber,0.9,0.5,0.323095367
E07000110,Great Yarmouth,Great Yarmouth,E15000006,Eastern,0.9,0.5,0.935105537
E09000015,Greenwich and Woolwich,Greenwich and Woolwich,E15000007,London,0.9,0.5,0.337309773
E07000111,Guildford,Guildford,E15000008,South East,0.9,0.5,0.643739736
E09000016,Hackney North and Stoke Newington,Hackney North and Stoke Newington,E15000007,London,0.9,0.5,0.399230196
E07000112,Hackney South and Shoreditch,Hackney South and Shoreditch,E15000007,London,0.9,0.5,0.824100131
E09000017,Halesowen and Rowley Regis,Halesowen and Rowley Regis,E15000005,West Midlands,0.9,0.5,0.170170108
E07000113,Halifax,Halifax,E15000003,Yorkshire and The Humber,0.9,0.5,0.136093867
E09000018,Haltemprice and Howden,Haltemprice and Howden,E15000003,Yorkshire and The Humber,0.9,0.5,0.541470253
E07000114,Halton,Halton,E15000002,North West,0.9,0.5,0.319632379
E09000019,Hammersmith,Hammersmith,E15000007,London,0.9,0.5,0.126839367
E07000115,East Hampshire,East Hampshire,E15000008,South East,0.9,0.5,0.426229008
E07000116,North East Hampshire,North East Hampshire,E15000008,South East,0.9,0.5,0.432644537
E09000020,North West Hampshire,North West Hampshire,E15000008,South East,0.9,0.5,0.244605473
E07000117,Hampstead and Kilburn,Hampstead and Kilburn,E15000007,London,0.9,0.5,0.069185204
E09000021,Harborough,Harborough,E15000004,East Midlands,0.9,0.5,0.244606002
E07000118,Harlow,Harlow,E15000006,Eastern,0.9,0.5,0.723513922
E09000022,Harrogate and Knaresborough,Harrogate and Knaresborough,E15000003,Yorkshire and The Humber,0.9,0.5,0.355391676
E07000119,Harrow East,Harrow East,E15000007,London,0.9,0.5,0.131208949
E09000023,Harrow West,Harrow West,E15000007,London,0.9,0.5,0.658325745
E07000120,Hartlepool,Hartlepool,E15000001,North East,0.9,0.5,0.93122814
E09000024,Harwich and North Essex,Harwich and North Essex,E15000006,Eastern,0.9,0.5,0.137278956
E07000121,Hastings and Rye,Hastings and Rye,E15000008,South East,0.9,0.5,0.899178948
E09000025,Havant,Havant,E15000008,South East,0.9,0.5,0.87869752
E07000122,Hayes and Harlington,Hayes and Harlington,E15000007,London,0.9,0.5,0.283060415
E09000026,Hazel Grove,Hazel Grove,E15000002,North West,0.9,0.5,0.464453591
E07000123,Hemel Hempstead,Hemel Hempstead,E15000006,Eastern,0.9,0.5,0.813141227
E09000027,Hemsworth,Hemsworth,E15000003,Yorkshire and The Humber,0.9,0.5,0.818792909
E07000124,Hendon,Hendon,E15000007,London,0.9,0.5,0.352794075
E09000028,Henley,Henley,E15000008,South East,0.9,0.5,0.431305364
E07000125,Hereford and South Herefordshire,Hereford and South Herefordshire,E15000005,West Midlands,0.9,0.5,0.827020855
E09000029,North Herefordshire,North Herefordshire,E15000005,West Midlands,0.9,0.5,0.265805271
E07000126,Hertford and Stortford,Hertford and Stortford,E15000006,Eastern,0.9,0.5,0.69814534
