id,cellName,ft_name,regionCode,regionName,2010,2011,2012
E07000089,Esher and Walton,Esher and Walton,E15000008,South East,67,49,19
E08000035,Exeter,Exeter,E15000009,South West,94,75,11
E07000090,Falkirk,Falkirk,S92000003,Scotland,53,70,33
E08000036,Fareham,Fareham,E15000008,South East,64,43,27
E07000091,Faversham and Mid Kent,Faversham and Mid Kent,E15000008,South East,55,72,28
E08000037,Feltham and Heston,Feltham and Heston,E15000007,London,69,79,27
E07000092,Fermanagh and South Tyrone,Fermanagh and South Tyrone,N92000002,Northern Ireland,88,77,17
E09000001,North East Fife,North East Fife,S92000003,Scotland,55,43,15
E07000093,Filton and Bradley Stoke,Filton and Bradley Stoke,E15000009,South West,84,46,39
E09000002,Finchley and Golders Green,Finchley and Golders Green,E15000007,London,66,79,13
E07000094,Folkestone and Hythe,Folkestone and Hythe,E15000008,South East,61,64,17
E09000003,Forest of Dean,Forest of Dean,E15000009,South West,59,60,12
E07000095,Foyle,Foyle,N92000002,Northern Ireland,58,79,11
E09000004,Fylde,Fylde,E15000002,North West,63,55,27
E07000096,Gainsborough,Gainsborough,E15000004,East Midlands,90,71,17
E09000005,Garston and Halewood,Garston and Halewood,E15000002,North West,73,77,27
E07000098,Gateshead,Gateshead,E15000001,North East,71,57,40
E09000006,Gedling,Gedling,E15000004,East Midlands,67,42,25
E07000099,Gillingham and Rainham,Gillingham and Rainham,E15000008,South East,90,46,16
E09000007,Glasgow Central,Glasgow Central,S92000003,Scotland,57,40,32
E07000102,Glasgow East,Glasgow East,S92000003,Scotland,67,72,15
E09000008,Glasgow North,Glasgow North,S92000003,Scotland,52,45,11
E07000103,Glasgow North East,Glasgow North East,S92000003,Scotland,59,56,31
E09000009,Glasgow North West,Glasgow North West,S92000003,Scotland,60,59,24
E07000105,Glasgow South,Glasgow South,S92000003,Scotland,87,64,38
E09000010,Glasgow South West,Glasgow South West,S92000003,Scotland,71,70,38
E07000106,Glenrothes,Glenrothes,S92000003,Scotland,92,47,25
E09000011,Gloucester,Gloucester,E15000009,South West,98,74,20
E07000107,Gordon,Gordon,S92000003,Scotland,81,49,39
E09000012,Gosport,Gosport,E15000008,South East,56,53,24
E07000108,Gower,Gower,W08000001,Wales,90,73,33
E09000013,Grantham and Stamford,Grantham and Stamford,E15000004,East Midlands,75,59,12
E07000109,Gravesham,Gravesham,E15000008,South East,93,67,24
E09000014,Great Grimsby,Great Grimsby,E15000003,Yorkshire and The Humber,98,52,40
E07000110,Great Yarmouth,Great Yarmouth,E15000006,Eastern,51,54,25
E09000015,Greenwich and Woolwich,Greenwich and Woolwich,E15000007,London,81,57,23
E07000111,Guildford,Guildford,E15000008,South East,93,74,14
E09000016,Hackney North and Stoke Newington,Hackney North and Stoke Newington,E15000007,London,98,70,26
E07000112,Hackney South and Shoreditch,Hackney South and Shoreditch,E15000007,London,94,45,32
E09000017,Halesowen and Rowley Regis,Halesowen and Rowley Regis,E15000005,West Midlands,66,67,10
E07000113,Halifax,Halifax,E15000003,Yorkshire and The Humber,66,40,31
E09000018,Haltemprice and Howden,Haltemprice and Howden,E15000003,Yorkshire and The Humber,80,48,26
E07000114,Halton,Halton,E15000002,North West,93,58,22
E09000019,Hammersmith,Hammersmith,E15000007,London,78,48,23
E07000115,East Hampshire,East Hampshire,E15000008,South East,62,40,23
E07000116,North East Hampshire,North East Hampshire,E15000008,South East,86,64,38
E09000020,North West Hampshire,North West Hampshire,E15000008,South East,96,40,26
E07000117,Hampstead and Kilburn,Hampstead and Kilburn,E15000007,London,80,66,13
E09000021,Harborough,Harborough,E15000004,East Midlands,58,56,23
E07000118,Harlow,Harlow,E15000006,Eastern,52,48,21
E09000022,Harrogate and Knaresborough,Harrogate and Knaresborough,E15000003,Yorkshire and The Humber,52,55,27
E07000119,Harrow East,Harrow East,E15000007,London,91,64,40
E09000023,Harrow West,Harrow West,E15000007,London,53,77,11
E07000120,Hartlepool,Hartlepool,E15000001,North East,94,66,35
E09000024,Harwich and North Essex,Harwich and North Essex,E15000006,Eastern,56,58,20
E07000121,Hastings and Rye,Hastings and Rye,E15000008,South East,66,62,35
E09000025,Havant,Havant,E15000008,South East,70,56,25
E07000122,Hayes and Harlington,Hayes and Harlington,E15000007,London,100,61,36
E09000026,Hazel Grove,Hazel Grove,E15000002,North West,72,63,36
E07000123,Hemel Hempstead,Hemel Hempstead,E15000006,Eastern,50,66,22
E09000027,Hemsworth,Hemsworth,E15000003,Yorkshire and The Humber,82,50,30
E07000124,Hendon,Hendon,E15000007,London,72,44,39
E09000028,Henley,Henley,E15000008,South East,88,56,30
E07000125,Hereford and South Herefordshire,Hereford and South Herefordshire,E15000005,West Midlands,87,72,20
E09000029,North Herefordshire,North Herefordshire,E15000005,West Midlands,75,40,12
E07000126,Hertford and Stortford,Hertford and Stortford,E15000006,Eastern,77,65,33
E09000030,North East Hertfordshire,North East Hertfordshire,E15000006,Eastern,75,63,24
E07000127,South West Hertfordshire,South West Hertfordshire,E15000006,Eastern,72,58,26
E09000031,Hertsmere,Hertsmere,E15000006,Eastern,99,66,40
E07000128,Hexham,Hexham,E15000001,North East,86,41,18
E09000032,Heywood and Middleton,Heywood and Middleton,E15000002,North West,82,52,30
E07000129,High Peak,High Peak,E15000004,East Midlands,56,55,14
E09000033,Hitchin and Harpenden,Hitchin and Harpenden,E15000006,Eastern,95,61,16
E07000130,Holborn and St Pancras,Holborn and St Pancras,E15000007,London,64,74,37
N09000001,Hornchurch and Upminster,Hornchurch and Upminster,E15000007,London,86,68,16
E07000131,Hornsey and Wood Green,Hornsey and Wood Green,E15000007,London,89,71,28
N09000002,Horsham,Horsham,E15000008,South East,53,74,26
E07000132,Houghton and Sunderland South,Houghton and Sunderland South,E15000001,North East,52,73,28
N09000003,Hove,Hove,E15000008,South East,80,55,39
E07000133,Huddersfield,Huddersfield,E15000003,Yorkshire and The Humber,85,51,36
N09000004,Kingston upon Hull East,Kingston upon Hull East,E15000003,Yorkshire and The Humber,53,56,12
E07000134,Kingston upon Hull North,Kingston upon Hull North,E15000003,Yorkshire and The Humber,99,79,24
N09000005,Kingston upon Hull West and Hessle,Kingston upon Hull West and Hessle,E15000003,Yorkshire and The Humber,50,65,19
E07000135,Huntingdon,Huntingdon,E15000006,Eastern,95,77,32
N09000006,Hyndburn,Hyndburn,E15000002,North West,80,77,24
N09000007,Ilford North,Ilford North,E15000007,London,60,53,11
N09000008,Ilford South,Ilford South,E15000007,London,76,61,24
N09000009,Inverclyde,Inverclyde,S92000003,Scotland,92,64,35
N09000010,"Inverness, Nairn, Badenoch and Strathspey","Inverness, Nairn, Badenoch and Strathspey",S92000003,Scotland,50,76,26
E07000136,Ipswich,Ipswich,E15000006,Eastern,69,80,15
E07000137,Isle of Wight,Isle of Wight,E15000008,South East,84,68,19
E07000138,Islington North,Islington North,E15000007,London,84,51,31
E07000139,Islington South and Finsbury,Islington South and Finsbury,E15000007,London,97,72,23
E07000140,Islwyn,Islwyn,W08000001,Wales,88,74,34
E07000141,Jarrow,Jarrow,E15000001,North East,88,66,33
E07000142,Keighley,Keighley,E15000003,Yorkshire and The Humber,64,58,10
E07000143,Kenilworth and Southam,Kenilworth and Southam,E15000005,West Midlands,63,78,37
E07000144,Kensington,Kensington,E15000007,London,94,79,40
E07000145,Kettering,Kettering,E15000004,East Midlands,95,57,30
E07000146,Kilmarnock and Loudoun,Kilmarnock and Loudoun,S92000003,Scotland,93,65,28
E07000147,Kingston and Surbiton,Kingston and Surbiton,E15000007,London,64,62,12
E07000148,Kingswood,Kingswood,E15000009,South West,67,53,27
E07000149,Kirkcaldy and Cowdenbeath,Kirkcaldy and Cowdenbeath,S92000003,Scotland,75,58,20
E07000150,Knowsley,Knowsley,E15000002,North West,79,42,18
E07000151,Lagan Valley,Lagan Valley,N92000002,Northern Ireland,54,66,31
E07000152,Lanark and Hamilton East,Lanark and Hamilton East,S92000003,Scotland,87,78,19
E07000153,West Lancashire,West Lancashire,E15000002,North West,72,78,30
E07000154,Lancaster and Fleetwood,Lancaster and Fleetwood,E15000002,North West,67,67,27
E07000155,Leeds Central,Leeds Central,E15000003,Yorkshire and The Humber,94,64,25
E07000156,Leeds East,Leeds East,E15000003,Yorkshire and The Humber,53,70,36
E07000163,Leeds North East,Leeds North East,E15000003,Yorkshire and The Humber,61,42,32
E07000164,Leeds North West,Leeds North West,E15000003,Yorkshire and The Humber,75,46,29
E07000165,Leeds West,Leeds West,E15000003,Yorkshire and The Humber,71,51,15
E07000166,Leicester East,Leicester East,E15000004,East Midlands,65,47,13
E07000167,Leicester South,Leicester South,E15000004,East Midlands,89,72,21
E07000168,Leicester West,Leicester West,E15000004,East Midlands,99,44,29
E07000169,North West Leicestershire,North West Leicestershire,E15000004,East Midlands,50,43,27
E07000170,South Leicestershire,South Leicestershire,E15000004,East Midlands,89,64,23
E07000171,Leigh,Leigh,E15000002,North West,79,66,19
E07000172,Lewes,Lewes,E15000008,South East,57,76,17
E07000173,"Lewisham, Deptford","Lewisham, Deptford",E15000007,London,77,73,26
E07000174,Lewisham East,Lewisham East,E15000007,London,100,65,21
E07000175,Lewisham West and Penge,Lewisham West and Penge,E15000007,London,87,59,27
E07000176,Leyton and Wanstead,Leyton and Wanstead,E15000007,London,100,57,36
E07000177,Lichfield,Lichfield,E15000005,West Midlands,88,51,19
E07000178,Lincoln,Lincoln,E15000004,East Midlands,97,67,10
E07000179,Linlithgow and East Falkirk,Linlithgow and East Falkirk,S92000003,Scotland,69,51,30
E07000180,"Liverpool, Riverside","Liverpool, Riverside",E15000002,North West,78,53,20
E07000181,"Liverpool, Walton","Liverpool, Walton",E15000002,North West,85,52,10
E07000187,"Liverpool, Wavertree","Liverpool, Wavertree",E15000002,North West,85,66,33
