number,Label,votes1,votes2,afd1,cducsu1,csu1,spd1,fdp1,green1,left1,other1,winner,second,marginality,afd2,cducsu2,csu2,spd2,fdp2,green2,left2,other2
100,Rheinisch-Bergischer Kreis,167604,167720,0.02811985394,0.5848130116,0,0.2499582349,0.01752344813,0.06844705377,0.04107300542,0.01006539223,cducsu,spd,0.3348547767,0.0473706177,0.4369067493,0,0.2606785118,0.06961602671,0.09010851419,0.05051872168,0.04480085857
101,Leverkusen - Köln IV,147944,148440,0,0.3933988536,0,0.4134807765,0.02329935651,0.07157437949,0.05781917482,0.04042745904,spd,cducsu,0.02008192289,0.03912018324,0.3562651576,0,0.3268054433,0.04858528698,0.09622069523,0.07151037456,0.06149285907
102,Wuppertal I,143405,143938,0,0.365586974,0,0.4072870541,0.0300826331,0.07111328057,0.07665004707,0.04928001116,spd,cducsu,0.04170008019,0.04160819242,0.3297947727,0,0.3240145062,0.05695507788,0.09947338437,0.08683599883,0.0613180675
103,Solingen - Remscheid - Wuppertal II,158572,159021,0.03647554423,0.443136241,0,0.3337978962,0.02629720253,0.07147541811,0.05815654718,0.03066115077,cducsu,spd,0.1093383447,0.04309493715,0.3900679784,0,0.3026204086,0.06068380906,0.07971274234,0.06753824967,0.05628187472
104,Mettmann I,152673,152883,0.03067340001,0.4953593628,0,0.3460467797,0.01941404178,0.05066383709,0.03731504588,0.0205275327,cducsu,spd,0.1493125831,0.05078393281,0.4297142259,0,0.2823924177,0.06318557328,0.07652256955,0.05107173459,0.04632954612
105,Mettmann II,121379,121654,0.0322213892,0.4556554264,0,0.3714893021,0.02405687969,0.04932484202,0.04256090428,0.02469125631,cducsu,spd,0.08416612429,0.04710079406,0.4130895819,0,0.3089088727,0.06100087132,0.06911404475,0.05463034508,0.04615549016
106,Düsseldorf I,163393,163675,0.03072959062,0.4786373957,0,0.2921238976,0.03565024205,0.08217610302,0.05298268592,0.02770008507,cducsu,spd,0.1865134981,0.04210172598,0.4031037116,0,0.2643592485,0.09155338323,0.09436383076,0.06418206812,0.04033603177
107,Düsseldorf II,137407,138042,0,0.4074756017,0,0.3498002285,0.02896504545,0.07506895573,0.09124717081,0.04744299781,cducsu,spd,0.05767537316,0.04234218571,0.3698149838,0,0.3023500094,0.0578012489,0.09706466148,0.07754886194,0.05307804871
108,Neuss I,152566,152809,0.02723411507,0.5159209785,0,0.3055661156,0.02298677294,0.04736310843,0.03921581479,0.04171309466,cducsu,spd,0.2103548628,0.04107087933,0.4546852607,0,0.2788055677,0.06163249547,0.06127256902,0.04977455516,0.05275867259
109,Mönchengladbach,125606,125942,0.03390761588,0.5082798592,0,0.2919048453,0.02266611468,0.06080919701,0.0623139022,0.02011846568,cducsu,spd,0.2163750139,0.04172555621,0.4369471662,0,0.2814549555,0.05886836798,0.06186974957,0.06415651649,0.05497768814
110,Krefeld I - Neuss II,149141,149420,0.02435949873,0.4908174144,0,0.3094253089,0.03652248543,0.05828712426,0.04133672163,0.03925144662,cducsu,spd,0.1813921055,0.03850220854,0.4470753581,0,0.2741801633,0.07295542765,0.06895328604,0.05198768572,0.0463458707
111,Viersen,165604,165797,0.02525301321,0.5299630444,0,0.2850051931,0.02329050023,0.05362189319,0.04829593488,0.034570421,cducsu,spd,0.2449578513,0.04105019994,0.4628973986,0,0.2660060194,0.06328823803,0.0669855305,0.05366200836,0.04611060514
112,Kleve,159490,160160,0.03333124334,0.5092231488,0,0.3309172989,0.03136873785,0.05780926704,0,0.03735030409,cducsu,spd,0.1783058499,0.03933566434,0.4859702797,0,0.2700611888,0.05678071928,0.06153846154,0.04571678322,0.0405969031
113,Wesel I,152245,152469,0.02962330454,0.4346415317,0,0.3921902197,0.01826660974,0.0491904496,0.04944004729,0.02664783737,cducsu,spd,0.04245131203,0.03724035706,0.3933258564,0,0.3492447645,0.04738012317,0.06414418669,0.05962523529,0.04903947688
114,Krefeld II - Wesel II,129237,129696,0,0.4010848286,0,0.4145716784,0.02510890844,0.0532974303,0.05411762885,0.05181952537,spd,cducsu,0.01348684974,0.03920706884,0.3686004194,0,0.3458549223,0.05579971626,0.07313255613,0.06589254873,0.05151276832
115,Duisburg I,119654,120315,0,0.3215688569,0,0.466169121,0.01633877681,0.05103882862,0.07356210407,0.07132231267,spd,cducsu,0.1446002641,0.05162282342,0.300120517,0,0.3920126335,0.03361176911,0.06932635166,0.07875161036,0.07455429498
116,Duisburg II,103619,104132,0.0414885301,0.2958337757,0,0.4319574595,0.01621324275,0.05183412309,0.08608459838,0.07658827049,spd,cducsu,0.1361236839,0.0513674951,0.2656724158,0,0.429522145,0.02776283947,0.05162678139,0.08796527484,0.08608304844
117,Oberhausen - Wesel III,145210,145767,0,0.3229047586,0,0.4506714414,0.01663108601,0.07847944356,0.07318366504,0.0581296054,spd,cducsu,0.1277666827,0.04215631796,0.301042074,0,0.4131387763,0.03294298435,0.0658859687,0.080484609,0.06434926972
118,Mülheim - Essen I,139165,139478,0.03868070276,0.3555994683,0,0.422096073,0.02451765889,0.06340674739,0.05507131822,0.04062803147,spd,cducsu,0.06649660475,0.04591405096,0.3387415937,0,0.381959879,0.04579933753,0.07052725161,0.06429687836,0.0527610089
119,Essen II,106985,107280,0,0.3107258027,0,0.4830303314,0.01608636725,0.05030611768,0.0724587559,0.06739262513,spd,cducsu,0.1723045287,0.04246830723,0.2846756152,0,0.4165175242,0.03380872483,0.07099179717,0.0812453393,0.07029269202
120,Essen III,149489,149772,0.02685816348,0.3953535043,0,0.3947313849,0.02011519242,0.07743713584,0.04910729218,0.03639732689,cducsu,spd,0.0006221193533,0.03880565126,0.3626178458,0,0.3313436423,0.05729375317,0.09714766445,0.06580001602,0.04699142697
121,Recklinghausen I,120545,120927,0.03252727197,0.3432991829,0,0.4521465013,0.02012526442,0.05125057033,0.06147082003,0.03918038907,spd,cducsu,0.1088473184,0.04518428473,0.3382040405,0,0.3975125489,0.03390475245,0.06380709023,0.06817336079,0.05321392245
122,Recklinghausen II,135205,135724,0,0.3654006878,0,0.4566990866,0.01569468585,0.0497984542,0.05568581044,0.0567212751,spd,cducsu,0.09129839873,0.0404792078,0.3468951696,0,0.4006513218,0.03546167222,0.05791164422,0.06263446406,0.05596652029
123,Gelsenkirchen,116844,116948,0.0376998391,0.2863647256,0,0.5046643388,0.01654342542,0.03654445243,0.06086748143,0.05731573722,spd,cducsu,0.2182996132,0.04748264186,0.2768751924,0,0.44048637,0.02965420529,0.05483633752,0.07593118309,0.07473406984
124,Steinfurt I - Borken I,145847,146206,0.022434469,0.5200861176,0,0.3185461477,0.02794023874,0.05113577928,0.03760104767,0.02225619999,cducsu,spd,0.20153997,0.02822045607,0.497941261,0,0.2809255434,0.05084606651,0.06111924271,0.04391064662,0.03703678372
125,Bottrop - Recklinghausen III,146171,146488,0.03783240178,0.3650108435,0,0.4577720615,0.01622756908,0.03610155229,0.05354687318,0.03350869872,spd,cducsu,0.09276121803,0.04119108732,0.3482947409,0,0.4013980667,0.03478100595,0.05459832887,0.06248293376,0.05725383649
126,Borken II,149986,150269,0.01899510621,0.5735735335,0,0.2709786247,0.02259544224,0.06365927487,0.03008947502,0.02010854346,cducsu,spd,0.3025949089,0.02689842882,0.5347210669,0,0.2554818359,0.05267220784,0.0608109457,0.036248328,0.03316718684
127,Coesfeld - Steinfurt II,148381,148485,0.02046084067,0.5605502052,0,0.267716217,0.02578497247,0.0697259083,0.03321853876,0.02254331754,cducsu,spd,0.2928339882,0.02839344041,0.501000101,0,0.2564232077,0.05608647338,0.08137522309,0.04153281476,0.0351887396
128,Steinfurt III,144714,144754,0.01773152563,0.4794629407,0,0.3647608386,0.01798720234,0.05848777589,0.03823403403,0.0233356828,cducsu,spd,0.1147021021,0.02782651947,0.4333489921,0,0.3338353344,0.04712823134,0.07585973445,0.04673445984,0.03526672838
129,Münster,178566,178802,0.02044622157,0.3883830068,0,0.3544683758,0.05724494025,0.1106985652,0.04267329727,0.026085593,cducsu,spd,0.033914631,0.02928378877,0.3782172459,0,0.2716915918,0.06777888391,0.1516649702,0.06294113041,0.03842238901
130,Warendorf,156401,156533,0.02209065159,0.5132448002,0,0.3200491045,0.02258936963,0.05946253541,0.03508928971,0.02747424889,cducsu,spd,0.1931956957,0.02920151022,0.4712360972,0,0.2913698709,0.05421221084,0.07222119298,0.04381184798,0.0379472699
131,Gütersloh I,166903,167143,0.02503250391,0.5025014529,0,0.3357099633,0.01884927173,0.0543369502,0.04273739837,0.02083245957,cducsu,spd,0.1667914897,0.031625614,0.4628431942,0,0.2869518915,0.04927517156,0.07866318063,0.04984953004,0.04079141813
132,Bielefeld - Gütersloh II,177149,177548,0.02482655843,0.3726862698,0,0.380831955,0.01988721359,0.1074011143,0.06860326618,0.02576362271,spd,cducsu,0.008145685271,0.03422173159,0.353132674,0,0.3262835965,0.03973573344,0.1166501453,0.08374636718,0.04622975195
133,Herford - Minden-Lübbecke II,161333,161960,0,0.4083045626,0,0.4130401096,0.03502693187,0.05088233653,0.05396292141,0.03878313798,spd,cducsu,0.004735546974,0.03600889108,0.3936465794,0,0.3491849839,0.04197332675,0.07592615461,0.05809459126,0.04516547296
134,Minden-Lübbecke I,143524,144026,0,0.4625358825,0,0.4054095482,0.0190769488,0.0412683593,0.04140770882,0.03030155235,cducsu,spd,0.05712633427,0.0358962965,0.4105786455,0,0.3439379001,0.046102787,0.07309096969,0.04939385944,0.04099954175
135,Lippe I,123911,124194,0.0254537531,0.4017641694,0,0.4110530946,0.0231859964,0.05705708129,0.04185262003,0.03963328518,spd,cducsu,0.009288925116,0.03831102952,0.39274039,0,0.3509267759,0.04587983316,0.07345765496,0.05128267066,0.04740164581
136,Höxter - Lippe II,153734,153998,0.0260449868,0.5000975711,0,0.3132618679,0.01922801722,0.05696202532,0.0411620071,0.04324352453,cducsu,spd,0.1868357032,0.03600696113,0.457928025,0,0.2968025559,0.0482019247,0.06666320342,0.05126040598,0.04313692386
137,Paderborn - Gütersloh III,174046,174148,0.02023028395,0.591033405,0,0.2322891649,0.01893752226,0.06466106661,0.04004113855,0.03280741873,cducsu,spd,0.35874424,0.03615315708,0.513322002,0,0.2333073018,0.05038243333,0.07146220456,0.05205342582,0.04331947539
138,Hagen - Ennepe-Ruhr-Kreis I,144588,145446,0,0.3411693917,0,0.4706061361,0.03442885993,0.0451005616,0.05658145904,0.05211359172,spd,cducsu,0.1294367444,0.04382382465,0.3529007329,0,0.3670090618,0.04540516755,0.06742021094,0.06751646659,0.05592453557
139,Ennepe-Ruhr-Kreis II,132852,133149,0.03005600217,0.3577665372,0,0.4230045464,0.02006744347,0.08252792581,0.05075572818,0.03582181676,spd,cducsu,0.06523800921,0.03888876372,0.3306671473,0,0.3826239776,0.04488955982,0.09065783446,0.06382323562,0.04844948141
140,Bochum I,151165,152182,0,0.3563060232,0,0.4422386134,0.01368703073,0.06828961731,0.06834253961,0.0511361757,spd,cducsu,0.08593259022,0.03824368191,0.3052134944,0,0.38615605,0.03851966724,0.09637802105,0.07899751613,0.05649156931
141,Herne - Bochum II,124530,125133,0,0.3035975267,0,0.4867100297,0.01520918654,0.05776921224,0.07628683851,0.0604272063,spd,cducsu,0.183112503,0.03954991889,0.2808931297,0,0.438541392,0.02819400158,0.06612963807,0.08120959299,0.0654823268
142,Dortmund I,147469,147485,0.03518027518,0.3072510155,0,0.4544616157,0.01954309041,0.07487675376,0.05991089653,0.048776353,spd,cducsu,0.1472106002,0.0410889243,0.2896023324,0,0.3809200936,0.04140760077,0.1073126081,0.07901142489,0.06065701597
143,Dortmund II,135653,136002,0,0.3220570131,0,0.4672804877,0.01484670446,0.06802650881,0.06885214481,0.05893714109,spd,cducsu,0.1452234746,0.0409626329,0.2912016,0,0.4094278025,0.03778620903,0.08329289275,0.07770473964,0.05962412317
144,Unna I,146276,146615,0,0.3584525144,0,0.4668366649,0.01718668818,0.05634553857,0.05297519757,0.04820339632,spd,cducsu,0.1083841505,0.0376837295,0.3191624322,0,0.4093646626,0.03990041947,0.07889370119,0.06225147495,0.05274358012
145,Hamm - Unna II,164912,165392,0,0.3933673717,0,0.4315877559,0.02085354613,0.0500266809,0.05625424469,0.0479104007,spd,cducsu,0.0382203842,0.03339339267,0.3687240012,0,0.3848190964,0.03720252491,0.06040195415,0.06287486698,0.05258416368
146,Soest,165476,166146,0,0.4979211487,0,0.3331419662,0.02338707728,0.05963402548,0.04995890643,0.03595687592,cducsu,spd,0.1647791825,0.03437338245,0.4476785478,0,0.3035823914,0.04946252092,0.06960745369,0.05248997869,0.04280572509
147,Hochsauerlandkreis,149604,150046,0,0.5611614663,0,0.2986684848,0.01923745354,0.042164648,0.04116868533,0.03759926205,cducsu,spd,0.2624929815,0.03425616144,0.4967143409,0,0.2802740493,0.05081774922,0.04772536422,0.0470189142,0.04319342068
148,Siegen-Wittgenstein,154757,154896,0.03065450997,0.4577046596,0,0.365153111,0.02186007741,0.05045329129,0.04452787273,0.02964647803,cducsu,spd,0.09255154856,0.04940734428,0.4151624316,0,0.3199759839,0.04730270633,0.06415272183,0.05758702613,0.04641178597
149,Olpe - Märkischer Kreis I,148837,148915,0.02641144339,0.5167465079,0,0.3272774915,0.02409347138,0.03448067349,0.03786020949,0.03313020284,cducsu,spd,0.1894690164,0.0413054427,0.4797166169,0,0.2820535205,0.05166705839,0.05188194608,0.04776550381,0.04560991169
150,Märkischer Kreis II,143502,143560,0.03281487366,0.4164959373,0,0.4168652702,0.01945617483,0.03134451088,0.04826413569,0.03475909743,spd,cducsu,0.0003693328316,0.0496099192,0.4147116188,0,0.322638618,0.04479660072,0.05552382279,0.05895096127,0.05376845918
151,Nordsachsen,109461,110163,0,0.4559249413,0,0.2038716986,0.02079279378,0.03105215556,0.2178218726,0.07053653813,cducsu,left,0.2381030687,0.06138177065,0.4490890771,0,0.1540444614,0.02643355755,0.02853952779,0.2060219856,0.07448961993
152,Leipzig I,136399,136794,0,0.4000469212,0,0.2163578912,0.01691361374,0.05632739243,0.2340413053,0.07631287619,cducsu,left,0.1660056159,0.06136234045,0.3690293434,0,0.1848472886,0.02944573592,0.06919894147,0.2128894542,0.07322689592
153,Leipzig II,151860,152187,0,0.3429276966,0,0.2338667193,0.01473067299,0.09042539181,0.2485842223,0.06946529698,cducsu,left,0.09434347425,0.0506087905,0.3256059979,0,0.1890963091,0.03011426732,0.1121974939,0.225393759,0.06698338229
154,Leipzig-Land,148740,149205,0,0.5127941374,0,0.1582761866,0.01942987764,0.03297700686,0.2142328896,0.06228990184,cducsu,left,0.2985612478,0.06408632418,0.4580811635,0,0.152012332,0.02876579203,0.03283402031,0.1991622265,0.06505814148
155,Meißen,142973,143189,0,0.5362271198,0,0.1265273863,0.02420736782,0.03369167605,0.1768096074,0.1025368426,cducsu,left,0.3594175124,0.07119960332,0.4513056171,0,0.125875591,0.03668577894,0.03995418642,0.1867112697,0.08826795354
156,Bautzen I,152003,152013,0,0.4920560778,0,0.113603021,0.02597317158,0.02440083419,0.2134957863,0.1304711091,cducsu,left,0.2785602916,0.07111891746,0.4561123062,0,0.1217132745,0.03106971114,0.02795155677,0.1992592739,0.09277496004
157,Görlitz,149683,149961,0,0.4957409993,0,0.1519277406,0.01631447793,0.03370456231,0.1974172084,0.1048950115,cducsu,left,0.2983237909,0.08222804596,0.4408212802,0,0.1256259961,0.02790725589,0.03363541187,0.1959176052,0.09386440475
158,Sächsische Schweiz - Osterzgebirge,144771,144975,0,0.5017855786,0,0.1066650089,0.01815280685,0.02931526342,0.1904456003,0.153635742,cducsu,left,0.3113399783,0.07875150888,0.459893085,0,0.1094326608,0.03210898431,0.03557854803,0.1713950681,0.1128401449
159,Dresden I,170365,171136,0,0.4257740733,0,0.1486279459,0.01939952455,0.06121562528,0.2500454906,0.09493734042,cducsu,left,0.1757285827,0.06903281601,0.3984667165,0,0.1544970082,0.03063645288,0.07898396597,0.1899366586,0.07844638182
160,Dresden II - Bautzen II,170398,171193,0,0.4180037324,0,0.1475956291,0.02036995739,0.09771241446,0.1912463761,0.1250718905,cducsu,left,0.2267573563,0.06968742881,0.3860671873,0,0.1398596905,0.03157255262,0.09523753892,0.1814268107,0.09614879113
161,Mittelsachsen,142986,143374,0,0.5189948666,0,0.1544137188,0.02240079448,0.03205208902,0.2033695607,0.06876897039,cducsu,left,0.315625306,0.0627519634,0.4531574763,0,0.1330087743,0.03440651722,0.0328023212,0.2059299455,0.07794300222
162,Chemnitz,134175,134528,0,0.4166871623,0,0.2094354388,0.02030184461,0.04825787218,0.2384348798,0.06688280231,cducsu,left,0.1782522825,0.06049298287,0.3893613225,0,0.175115961,0.0287300785,0.05328258801,0.2305393673,0.06247769981
163,Chemnitzer Umland - Erzgebirgskreis II,131445,132435,0,0.4956978204,0,0.1560880977,0.02286888052,0.03708014759,0.2189737152,0.06929133858,cducsu,left,0.2767241051,0.072760222,0.4525918375,0,0.1448106618,0.02713784121,0.03233284253,0.1995998037,0.07076679126
164,Erzgebirgskreis I,157918,158750,0,0.5022733317,0,0.1212211401,0.06488177409,0.03198495422,0.2056257045,0.0740130954,cducsu,left,0.2966476272,0.07634015748,0.4604598425,0,0.1267023622,0.03671181102,0.02497007874,0.1936440945,0.08117165354
165,Zwickau,145582,146054,0,0.4455015043,0,0.1582132406,0.0274484483,0.02977016389,0.2462323639,0.09283427896,cducsu,left,0.1992691404,0.06078573678,0.4441644871,0,0.1484793296,0.0268667753,0.03185807989,0.2126679173,0.07517767401
166,Vogtlandkreis,136134,136695,0,0.4829285851,0,0.2069431589,0.02595237046,0.02600379038,0.1961817033,0.06199039182,cducsu,spd,0.2759854261,0.06653498665,0.4423424412,0,0.1601009547,0.02806247485,0.03342477779,0.2020337247,0.06750064011
167,Waldeck,133701,134416,0,0.414686502,0,0.4129886837,0.02676868535,0.06346998153,0.05424791138,0.02783823606,cducsu,spd,0.001697818266,0.05039578622,0.3650086299,0,0.3602249732,0.04800023807,0.08088322819,0.0547256279,0.04076151649
168,Kassel,155463,156479,0,0.3516849668,0,0.3999536867,0.02053221667,0.1065140902,0.08404572149,0.0372693181,spd,cducsu,0.04826871989,0.05097808652,0.3090574454,0,0.3401862231,0.0399989775,0.1270713642,0.08742387157,0.04528403172
169,Werra-Meißner - Hersfeld-Rotenburg,126814,127253,0,0.4052076269,0,0.4307883988,0.01981642405,0.04993928115,0.05738325421,0.0368650149,spd,cducsu,0.02558077184,0.05576292897,0.3604787313,0,0.368659285,0.03940182157,0.06968794449,0.05959780909,0.04641147949
170,Schwalm-Eder,136829,136981,0,0.3958371398,0,0.4234774792,0.02196171864,0.05761936432,0.05035482244,0.05074947562,spd,cducsu,0.0276403394,0.05397828896,0.355866872,0,0.3653937407,0.0464443974,0.0766383659,0.05432870252,0.04734963243
171,Marburg,128002,127909,0,0.3959547507,0,0.4373525414,0.01741379041,0.05933501039,0.05270230153,0.0372416056,spd,cducsu,0.04139779066,0.04579818465,0.3673940067,0,0.3342141679,0.03995809521,0.1050981557,0.06817346707,0.03936392279
172,Lahn-Dill,142835,143103,0,0.4807365142,0,0.3445444044,0.02123429132,0.06053838345,0.04622816537,0.04671824133,cducsu,spd,0.1361921098,0.05810500129,0.4176013081,0,0.3033199863,0.04418495769,0.07407252119,0.05194160849,0.05077461688
173,Gießen,152302,152723,0,0.4437696156,0,0.354742551,0.02982889259,0.0734461793,0.05122716708,0.04698559441,cducsu,spd,0.08902706465,0.0487418398,0.3867262953,0,0.2966088932,0.04945555024,0.09663901312,0.06500658054,0.05682182775
174,Fulda,149596,150230,0,0.5833244204,0,0.2496858205,0.02409823792,0.05431294954,0.04591700313,0.04266156849,cducsu,spd,0.3336386,0.05798442388,0.5110696931,0,0.2211142914,0.04867869267,0.06695067563,0.04592957465,0.04827264861
175,Main-Kinzig - Wetterau II - Schotten,126773,127014,0,0.4883610864,0,0.3238938891,0.02337248468,0.05375750357,0.05315800683,0.05745702949,cducsu,spd,0.1644671973,0.06375675122,0.4118049979,0,0.2780244697,0.05130143134,0.07652699702,0.05459240714,0.06399294566
176,Hochtaunus,136975,136883,0.05656506662,0.4875707246,0,0.2805986494,0.03552473079,0.07347326154,0.04002190181,0.02624566527,cducsu,spd,0.2069720752,0.06901514432,0.4297246554,0,0.2472622605,0.07549513088,0.09270691028,0.04644842676,0.03934747193
177,Wetterau I,127770,128149,0,0.4705173358,0,0.3193629177,0.02760428896,0.07432887219,0.04832120216,0.05986538311,cducsu,spd,0.1511544181,0.05936839148,0.4090472809,0,0.2726279565,0.05919671632,0.09357076528,0.05161959906,0.05456929044
178,Rheingau-Taunus - Limburg,162032,161924,0.04266441197,0.5214340377,0,0.2910042461,0.02299545769,0.05627900662,0.03888120865,0.02674163128,cducsu,spd,0.2304297916,0.05847805143,0.4545280502,0,0.2514636496,0.06261579506,0.08618240656,0.04502112102,0.04171092611
179,Wiesbaden,129630,129683,0.03992902877,0.4355936126,0,0.3495410013,0.02542621307,0.07547635578,0.04703386562,0.02699992286,cducsu,spd,0.08605261128,0.05050777666,0.3869975247,0,0.2779161494,0.06786548738,0.1166922419,0.05912879869,0.04089202131
180,Hanau,124101,124494,0,0.4425427676,0,0.3640905392,0.02460092989,0.05815424533,0.05696166832,0.05364984972,cducsu,spd,0.07845222843,0.05908718492,0.3922116729,0,0.286359182,0.05310296079,0.08982762221,0.06128809421,0.05812328305
181,Main-Taunus,151067,151919,0,0.5252834835,0,0.2709195258,0.04284191782,0.08243362217,0.04206742704,0.03645402371,cducsu,spd,0.2543639577,0.06891830515,0.4383783464,0,0.2248303372,0.08623016213,0.0991120268,0.04216720753,0.04036361482
182,Frankfurt am Main I,130519,130888,0,0.4016809813,0,0.3304040025,0.03160459397,0.09864464178,0.07876247903,0.05890330144,cducsu,spd,0.07127697883,0.05335095654,0.3352713771,0,0.2682140456,0.07035786321,0.1329228042,0.08926715971,0.05061579366
183,Frankfurt am Main II,156977,157013,0.03283920574,0.3631360008,0,0.3048472069,0.03461653618,0.134949706,0.06081782682,0.06879351752,cducsu,spd,0.0582887939,0.04884308943,0.3388127098,0,0.2634176788,0.06992414641,0.1539044538,0.08138179641,0.04371612542
184,Groß-Gerau,123304,123689,0,0.4224274963,0,0.380701356,0.02018588205,0.0770615714,0.06200123273,0.03762246156,cducsu,spd,0.04172614027,0.05610038079,0.3669606837,0,0.3054515761,0.04658457907,0.1061452514,0.06219631495,0.05656121401
185,Offenbach,153603,154250,0,0.4552645456,0,0.312389732,0.02848902691,0.0816911128,0.06171103429,0.06045454841,cducsu,spd,0.1428748136,0.05830794165,0.388363047,0,0.2606353323,0.06376661264,0.1069886548,0.06615883306,0.05577957861
186,Darmstadt,176597,176700,0.03844346167,0.3589925084,0,0.3727130132,0.02438320017,0.1172386847,0.0515920429,0.03663708897,spd,cducsu,0.01372050488,0.05189020939,0.349049236,0,0.285319751,0.05062252405,0.1423259762,0.06715336729,0.05363893605
187,Odenwald,171250,171832,0,0.4690394161,0,0.3362686131,0.02675036496,0.06922043796,0.05034160584,0.04837956204,cducsu,spd,0.1327708029,0.05740490712,0.4086025886,0,0.2808091624,0.05216723311,0.09055356395,0.05504795382,0.055414591
188,Bergstraße,145129,144559,0.04223139414,0.483232159,0,0.3176415465,0.01925872844,0.0566530466,0.03948211591,0.04150100945,cducsu,spd,0.1655906125,0.05626768309,0.4243042633,0,0.27558298,0.05516778616,0.08660823608,0.04859607496,0.05347297643
189,Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I,132005,132155,0,0.4983447597,0,0.1653422219,0.01382523389,0.03127911822,0.1976516041,0.09355706223,cducsu,left,0.3006931556,0.05293027127,0.4482161099,0,0.1527146154,0.02770231925,0.04005145473,0.1991752109,0.07921001854
190,Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II,127592,127915,0,0.4327857546,0,0.1846824252,0.01510282776,0.03236096307,0.2368487052,0.0982193241,cducsu,left,0.1959370493,0.04930617989,0.4021576828,0,0.1698862526,0.02441465035,0.04003439784,0.2250478834,0.08915295313
191,Kyffhäuserkreis - Sömmerda - Weimarer Land I,125419,125623,0,0.4333474195,0,0.1711782106,0.01796378539,0.03147848412,0.2650236408,0.08100845964,cducsu,left,0.1683237787,0.05730638498,0.3908440333,0,0.1541517079,0.0292303161,0.03768418204,0.2453451995,0.08543817613
192,Gotha - Ilm-Kreis,139073,139092,0.05797674603,0.3729048773,0,0.2496962027,0.01351088996,0.02960315805,0.2014409699,0.0748671561,cducsu,spd,0.1232086746,0.07411641216,0.3824519023,0,0.1712176114,0.02358151439,0.04611336382,0.2211342133,0.0813849826
193,Erfurt - Weimar - Weimarer Land II,153678,154106,0,0.3708533427,0,0.2387719778,0.01158916696,0.05954658442,0.2337159515,0.08552297661,cducsu,spd,0.1320813649,0.06052976523,0.3447172725,0,0.1762358377,0.02605349565,0.08516865015,0.2298482862,0.07744669254
194,Gera - Jena - Saale-Holzland-Kreis,165521,165579,0.05513499798,0.360866597,0,0.1831187583,0.0166444137,0.04750454625,0.2697965817,0.06693410504,cducsu,left,0.09107001529,0.06636107236,0.3484137481,0,0.1587097398,0.02810138967,0.06906069006,0.2558718195,0.07348154053
195,Greiz - Altenburger Land,113701,113873,0.05973562238,0.4486592026,0,0.1396029938,0.01575184035,0.02824073667,0.2429793933,0.06503021082,cducsu,left,0.2056798093,0.07484653957,0.4178339027,0,0.1423779122,0.0266261537,0.0337393412,0.2298437733,0.0747323773
196,Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis,143863,144656,0,0.4111759104,0,0.1982511139,0.02279251788,0.03944030084,0.2635006916,0.06483946532,cducsu,left,0.1476752188,0.06779532131,0.3792376396,0,0.1590117244,0.02455480588,0.03762028537,0.2476150315,0.0841651919
197,Suhl - Schmalkalden-Meiningen - Hildburghausen,128532,128694,0,0.4199654561,0,0.1829816699,0.01394205334,0.02881772632,0.2734494134,0.08084368095,cducsu,left,0.1465160427,0.05095031625,0.3967550935,0,0.1629291187,0.02418916189,0.03966773898,0.2497940852,0.07571448552
198,Neuwied,170289,171156,0,0.4685270335,0,0.372619488,0.02293747688,0.03980879564,0.04495299168,0.05115421431,cducsu,spd,0.09590754541,0.05117553577,0.4557538152,0,0.2855056206,0.04687536516,0.06228820491,0.05237911613,0.04602234219
199,Ahrweiler,139491,140660,0,0.5547239607,0,0.2800969238,0.02375063624,0.05601078206,0.04459785936,0.04081983784,cducsu,spd,0.2746270369,0.05209725579,0.4882695862,0,0.2464097825,0.05614247121,0.06602445614,0.04670126546,0.04435518271
200,Koblenz,139695,140863,0,0.4799455958,0,0.3084863453,0.02700168224,0.080060131,0.04940047962,0.05510576613,cducsu,spd,0.1714592505,0.04703151289,0.4502743801,0,0.2713345591,0.05391763628,0.07704649198,0.05223515047,0.0481602692
201,Mosel/Rhein-Hunsrück,126151,126952,0,0.5363255147,0,0.278602627,0.03162876236,0.04029298222,0.04476381479,0.06838629896,cducsu,spd,0.2577228877,0.0419292331,0.4939110845,0,0.2457779318,0.0626063394,0.05716333732,0.04835685929,0.05025521457
202,Kreuznach,128890,129804,0,0.4137171231,0,0.3764527892,0.02922647219,0.04447978897,0.05188920785,0.08423461867,cducsu,spd,0.03726433393,0.04761024314,0.4108887245,0,0.3136112909,0.05574558565,0.06333394965,0.05766386244,0.05114634372
203,Bitburg,116592,117267,0,0.5596610402,0,0.2625651846,0.03265232606,0.04953170029,0.03316694113,0.06242280774,cducsu,spd,0.2970958556,0.03636146571,0.5218177322,0,0.223327961,0.06085258427,0.06109988317,0.04378043269,0.05275994099
204,Trier,137813,138524,0,0.4882050315,0,0.3111390072,0.01927249244,0.06933308178,0.05577848244,0.05627190468,cducsu,spd,0.1770660243,0.04140798706,0.4396999798,0,0.2628425399,0.04938494413,0.09497993128,0.06271837371,0.04896624412
