ons_id,ons_name,ft_name,region_code,region_name,2010,2011,2012
E06000018,Belfast West,Belfast West,N92000002,Northern Ireland,0.9,0.5,0.1
E07000028,Bermondsey and Old Southwark,Bermondsey and Old Southwark,E15000007,London,0.9,0.5,0.1
S12000029,Berwick-upon-Tweed,Berwick-upon-Tweed,E15000001,North East,0.9,0.5,0.1
E06000019,"Berwickshire, Roxburgh and Selkirk","Berwickshire, Roxburgh and Selkirk",S92000003,Scotland,0.9,0.5,0.1
E07000029,Bethnal Green and Bow,Bethnal Green and Bow,E15000007,London,0.9,0.5,0.1
S12000030,Beverley and Holderness,Beverley and Holderness,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E06000020,Bexhill and Battle,Bexhill and Battle,E15000008,South East,0.9,0.5,0.1
E07000030,Bexleyheath and Crayford,Bexleyheath and Crayford,E15000007,London,0.9,0.5,0.1
S12000033,Birkenhead,Birkenhead,E15000002,North West,0.9,0.5,0.1
E06000021,"Birmingham, Edgbaston","Birmingham, Edgbaston",E15000005,West Midlands,0.9,0.5,0.1
E07000031,"Birmingham, Erdington","Birmingham, Erdington",E15000005,West Midlands,0.9,0.5,0.1
S12000034,"Birmingham, Hall Green","Birmingham, Hall Green",E15000005,West Midlands,0.9,0.5,0.1
E06000022,"Birmingham, Hodge Hill","Birmingham, Hodge Hill",E15000005,West Midlands,0.9,0.5,0.1
E07000032,"Birmingham, Ladywood","Birmingham, Ladywood",E15000005,West Midlands,0.9,0.5,0.1
S12000035,"Birmingham, Northfield","Birmingham, Northfield",E15000005,West Midlands,0.9,0.5,0.1
E06000023,"Birmingham, Perry Barr","Birmingham, Perry Barr",E15000005,West Midlands,0.9,0.5,0.1
E07000033,"Birmingham, Selly Oak","Birmingham, Selly Oak",E15000005,West Midlands,0.9,0.5,0.1
S12000036,"Birmingham, Yardley","Birmingham, Yardley",E15000005,West Midlands,0.9,0.5,0.1
E06000024,Bishop Auckland,Bishop Auckland,E15000001,North East,0.9,0.5,0.1
E07000034,Blackburn,Blackburn,E15000002,North West,0.9,0.5,0.1
S12000038,Blackley and Broughton,Blackley and Broughton,E15000002,North West,0.9,0.5,0.1
E06000025,Blackpool North and Cleveleys,Blackpool North and Cleveleys,E15000002,North West,0.9,0.5,0.1
E07000035,Blackpool South,Blackpool South,E15000002,North West,0.9,0.5,0.1
S12000039,Blaenau Gwent,Blaenau Gwent,W08000001,Wales,0.9,0.5,0.1
E06000026,Blaydon,Blaydon,E15000001,North East,0.9,0.5,0.1
E07000036,Blyth Valley,Blyth Valley,E15000001,North East,0.9,0.5,0.1
S12000040,Bognor Regis and Littlehampton,Bognor Regis and Littlehampton,E15000008,South East,0.9,0.5,0.1
E06000027,Bolsover,Bolsover,E15000004,East Midlands,0.9,0.5,0.1
E07000037,Bolton North East,Bolton North East,E15000002,North West,0.9,0.5,0.1
S12000041,Bolton South East,Bolton South East,E15000002,North West,0.9,0.5,0.1
E06000028,Bolton West,Bolton West,E15000002,North West,0.9,0.5,0.1
E07000038,Bootle,Bootle,E15000002,North West,0.9,0.5,0.1
S12000042,Boston and Skegness,Boston and Skegness,E15000004,East Midlands,0.9,0.5,0.1
E06000029,Bosworth,Bosworth,E15000004,East Midlands,0.9,0.5,0.1
E07000039,Bournemouth East,Bournemouth East,E15000009,South West,0.9,0.5,0.1
S12000044,Bournemouth West,Bournemouth West,E15000009,South West,0.9,0.5,0.1
E06000030,Bracknell,Bracknell,E15000008,South East,0.9,0.5,0.1
E07000040,Bradford East,Bradford East,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
S12000045,Bradford South,Bradford South,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E06000031,Bradford West,Bradford West,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000041,Braintree,Braintree,E15000006,Eastern,0.9,0.5,0.1
S12000046,Brecon and Radnorshire,Brecon and Radnorshire,W08000001,Wales,0.9,0.5,0.1
E06000032,Brent Central,Brent Central,E15000007,London,0.9,0.5,0.1
E07000042,Brent North,Brent North,E15000007,London,0.9,0.5,0.1
W06000001,Brentford and Isleworth,Brentford and Isleworth,E15000007,London,0.9,0.5,0.1
E06000033,Brentwood and Ongar,Brentwood and Ongar,E15000006,Eastern,0.9,0.5,0.1
E07000043,Bridgend,Bridgend,W08000001,Wales,0.9,0.5,0.1
W06000002,Bridgwater and West Somerset,Bridgwater and West Somerset,E15000009,South West,0.9,0.5,0.1
E06000034,Brigg and Goole,Brigg and Goole,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000044,"Brighton, Kemptown","Brighton, Kemptown",E15000008,South East,0.9,0.5,0.1
W06000003,"Brighton, Pavilion","Brighton, Pavilion",E15000008,South East,0.9,0.5,0.1
E06000035,Bristol East,Bristol East,E15000009,South West,0.9,0.5,0.1
E07000045,Bristol North West,Bristol North West,E15000009,South West,0.9,0.5,0.1
W06000004,Bristol South,Bristol South,E15000009,South West,0.9,0.5,0.1
E06000036,Bristol West,Bristol West,E15000009,South West,0.9,0.5,0.1
E07000046,Broadland,Broadland,E15000006,Eastern,0.9,0.5,0.1
W06000005,Bromley and Chislehurst,Bromley and Chislehurst,E15000007,London,0.9,0.5,0.1
E06000037,Bromsgrove,Bromsgrove,E15000005,West Midlands,0.9,0.5,0.1
E07000047,Broxbourne,Broxbourne,E15000006,Eastern,0.9,0.5,0.1
W06000006,Broxtowe,Broxtowe,E15000004,East Midlands,0.9,0.5,0.1
E06000038,Buckingham,Buckingham,E15000008,South East,0.9,0.5,0.1
E07000048,Burnley,Burnley,E15000002,North West,0.9,0.5,0.1
E07000049,Burton,Burton,E15000005,West Midlands,0.9,0.5,0.1
E07000050,Bury North,Bury North,E15000002,North West,0.9,0.5,0.1
E07000051,Bury South,Bury South,E15000002,North West,0.9,0.5,0.1
E07000052,Bury St Edmunds,Bury St Edmunds,E15000006,Eastern,0.9,0.5,0.1
E07000053,Caerphilly,Caerphilly,W08000001,Wales,0.9,0.5,0.1
E07000061,"Caithness, Sutherland and Easter Ross","Caithness, Sutherland and Easter Ross",S92000003,Scotland,0.9,0.5,0.1
E07000062,Calder Valley,Calder Valley,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000063,Camberwell and Peckham,Camberwell and Peckham,E15000007,London,0.9,0.5,0.1
E07000064,Camborne and Redruth,Camborne and Redruth,E15000009,South West,0.9,0.5,0.1
E07000065,Cambridge,Cambridge,E15000006,Eastern,0.9,0.5,0.1
E07000066,North East Cambridgeshire,North East Cambridgeshire,E15000006,Eastern,0.9,0.5,0.1
E07000067,North West Cambridgeshire,North West Cambridgeshire,E15000006,Eastern,0.9,0.5,0.1
E07000068,South Cambridgeshire,South Cambridgeshire,E15000006,Eastern,0.9,0.5,0.1
E07000069,South East Cambridgeshire,South East Cambridgeshire,E15000006,Eastern,0.9,0.5,0.1
E07000070,Cannock Chase,Cannock Chase,E15000005,West Midlands,0.9,0.5,0.1
E07000071,Canterbury,Canterbury,E15000008,South East,0.9,0.5,0.1
E07000072,Cardiff Central,Cardiff Central,W08000001,Wales,0.9,0.5,0.1
E07000073,Cardiff North,Cardiff North,W08000001,Wales,0.9,0.5,0.1
E07000074,Cardiff South and Penarth,Cardiff South and Penarth,W08000001,Wales,0.9,0.5,0.1
E07000075,Cardiff West,Cardiff West,W08000001,Wales,0.9,0.5,0.1
E07000076,Carlisle,Carlisle,E15000002,North West,0.9,0.5,0.1
E07000077,Carmarthen East and Dinefwr,Carmarthen East and Dinefwr,W08000001,Wales,0.9,0.5,0.1
E07000078,Carmarthen West and South Pembrokeshire,Carmarthen West and South Pembrokeshire,W08000001,Wales,0.9,0.5,0.1
E07000079,Carshalton and Wallington,Carshalton and Wallington,E15000007,London,0.9,0.5,0.1
E07000207,Castle Point,Castle Point,E15000006,Eastern,0.9,0.5,0.1
W06000008,Ceredigion,Ceredigion,W08000001,Wales,0.9,0.5,0.1
E07000208,Charnwood,Charnwood,E15000004,East Midlands,0.9,0.5,0.1
W06000009,Chatham and Aylesford,Chatham and Aylesford,E15000008,South East,0.9,0.5,0.1
E07000209,Cheadle,Cheadle,E15000002,North West,0.9,0.5,0.1
W06000010,Chelmsford,Chelmsford,E15000006,Eastern,0.9,0.5,0.1
E06000039,Chelsea and Fulham,Chelsea and Fulham,E15000007,London,0.9,0.5,0.1
E07000210,Cheltenham,Cheltenham,E15000009,South West,0.9,0.5,0.1
W06000011,Chesham and Amersham,Chesham and Amersham,E15000008,South East,0.9,0.5,0.1
E06000040,City of Chester,City of Chester,E15000002,North West,0.9,0.5,0.1
E07000211,Chesterfield,Chesterfield,E15000004,East Midlands,0.9,0.5,0.1
W06000012,Chichester,Chichester,E15000008,South East,0.9,0.5,0.1
E06000041,Chingford and Woodford Green,Chingford and Woodford Green,E15000007,London,0.9,0.5,0.1
E07000212,Chippenham,Chippenham,E15000009,South West,0.9,0.5,0.1
W06000013,Chipping Barnet,Chipping Barnet,E15000007,London,0.9,0.5,0.1
E06000042,Chorley,Chorley,E15000002,North West,0.9,0.5,0.1
E07000213,Christchurch,Christchurch,E15000009,South West,0.9,0.5,0.1
W06000014,Cities of London and Westminster,Cities of London and Westminster,E15000007,London,0.9,0.5,0.1
E06000043,Clacton,Clacton,E15000006,Eastern,0.9,0.5,0.1
E07000214,Cleethorpes,Cleethorpes,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
W06000015,Clwyd South,Clwyd South,W08000001,Wales,0.9,0.5,0.1
E06000044,Clwyd West,Clwyd West,W08000001,Wales,0.9,0.5,0.1
E07000215,"Coatbridge, Chryston and Bellshill","Coatbridge, Chryston and Bellshill",S92000003,Scotland,0.9,0.5,0.1
W06000016,Colchester,Colchester,E15000006,Eastern,0.9,0.5,0.1
E06000045,Colne Valley,Colne Valley,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000216,Congleton,Congleton,E15000002,North West,0.9,0.5,0.1
W06000018,Copeland,Copeland,E15000002,North West,0.9,0.5,0.1
E06000046,Corby,Corby,E15000004,East Midlands,0.9,0.5,0.1
E07000217,North Cornwall,North Cornwall,E15000009,South West,0.9,0.5,0.1
W06000019,South East Cornwall,South East Cornwall,E15000009,South West,0.9,0.5,0.1
E06000047,The Cotswolds,The Cotswolds,E15000009,South West,0.9,0.5,0.1
E07000218,Coventry North East,Coventry North East,E15000005,West Midlands,0.9,0.5,0.1
W06000020,Coventry North West,Coventry North West,E15000005,West Midlands,0.9,0.5,0.1
E06000049,Coventry South,Coventry South,E15000005,West Midlands,0.9,0.5,0.1
E07000219,Crawley,Crawley,E15000008,South East,0.9,0.5,0.1
W06000021,Crewe and Nantwich,Crewe and Nantwich,E15000002,North West,0.9,0.5,0.1
E06000050,Croydon Central,Croydon Central,E15000007,London,0.9,0.5,0.1
E07000220,Croydon North,Croydon North,E15000007,London,0.9,0.5,0.1
W06000022,Croydon South,Croydon South,E15000007,London,0.9,0.5,0.1
E06000051,"Cumbernauld, Kilsyth and Kirkintilloch East","Cumbernauld, Kilsyth and Kirkintilloch East",S92000003,Scotland,0.9,0.5,0.1
E07000221,Cynon Valley,Cynon Valley,W08000001,Wales,0.9,0.5,0.1
W06000023,Dagenham and Rainham,Dagenham and Rainham,E15000007,London,0.9,0.5,0.1
E06000052,Darlington,Darlington,E15000001,North East,0.9,0.5,0.1
E07000222,Dartford,Dartford,E15000008,South East,0.9,0.5,0.1
W06000024,Daventry,Daventry,E15000004,East Midlands,0.9,0.5,0.1
E06000053,Delyn,Delyn,W08000001,Wales,0.9,0.5,0.1
E07000223,Denton and Reddish,Denton and Reddish,E15000002,North West,0.9,0.5,0.1
E06000054,Derby North,Derby North,E15000004,East Midlands,0.9,0.5,0.1
E07000224,Derby South,Derby South,E15000004,East Midlands,0.9,0.5,0.1
E06000055,Derbyshire Dales,Derbyshire Dales,E15000004,East Midlands,0.9,0.5,0.1
E07000225,Mid Derbyshire,Mid Derbyshire,E15000004,East Midlands,0.9,0.5,0.1
E06000056,North East Derbyshire,North East Derbyshire,E15000004,East Midlands,0.9,0.5,0.1
E07000226,South Derbyshire,South Derbyshire,E15000004,East Midlands,0.9,0.5,0.1
E06000057,Devizes,Devizes,E15000009,South West,0.9,0.5,0.1
E07000227,Central Devon,Central Devon,E15000009,South West,0.9,0.5,0.1
E07000228,East Devon,East Devon,E15000009,South West,0.9,0.5,0.1
E07000229,North Devon,North Devon,E15000009,South West,0.9,0.5,0.1
E07000234,South West Devon,South West Devon,E15000009,South West,0.9,0.5,0.1
E07000235,Torridge and West Devon,Torridge and West Devon,E15000009,South West,0.9,0.5,0.1
E07000236,Dewsbury,Dewsbury,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000237,Don Valley,Don Valley,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000238,Doncaster Central,Doncaster Central,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000239,Doncaster North,Doncaster North,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000240,Mid Dorset and North Poole,Mid Dorset and North Poole,E15000009,South West,0.9,0.5,0.1
E07000241,North Dorset,North Dorset,E15000009,South West,0.9,0.5,0.1
E07000242,South Dorset,South Dorset,E15000009,South West,0.9,0.5,0.1
E07000243,West Dorset,West Dorset,E15000009,South West,0.9,0.5,0.1
E08000001,Dover,Dover,E15000008,South East,0.9,0.5,0.1
E08000002,North Down,North Down,N92000002,Northern Ireland,0.9,0.5,0.1
E08000003,South Down,South Down,N92000002,Northern Ireland,0.9,0.5,0.1
E08000004,Dudley North,Dudley North,E15000005,West Midlands,0.9,0.5,0.1
E08000005,Dudley South,Dudley South,E15000005,West Midlands,0.9,0.5,0.1
E08000006,Dulwich and West Norwood,Dulwich and West Norwood,E15000007,London,0.9,0.5,0.1
E08000007,Dumfries and Galloway,Dumfries and Galloway,S92000003,Scotland,0.9,0.5,0.1
E08000008,"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale and Tweeddale",S92000003,Scotland,0.9,0.5,0.1
E08000009,East Dunbartonshire,East Dunbartonshire,S92000003,Scotland,0.9,0.5,0.1
E08000010,West Dunbartonshire,West Dunbartonshire,S92000003,Scotland,0.9,0.5,0.1
E08000011,Dundee East,Dundee East,S92000003,Scotland,0.9,0.5,0.1
E08000012,Dundee West,Dundee West,S92000003,Scotland,0.9,0.5,0.1
E08000025,Dunfermline and West Fife,Dunfermline and West Fife,S92000003,Scotland,0.9,0.5,0.1
E08000013,City of Durham,City of Durham,E15000001,North East,0.9,0.5,0.1
E08000014,North Durham,North Durham,E15000001,North East,0.9,0.5,0.1
E08000015,North West Durham,North West Durham,E15000001,North East,0.9,0.5,0.1
E08000016,Dwyfor Meirionnydd,Dwyfor Meirionnydd,W08000001,Wales,0.9,0.5,0.1
E08000017,Ealing Central and Acton,Ealing Central and Acton,E15000007,London,0.9,0.5,0.1
E08000018,Ealing North,Ealing North,E15000007,London,0.9,0.5,0.1
E08000019,"Ealing, Southall","Ealing, Southall",E15000007,London,0.9,0.5,0.1
E08000021,Easington,Easington,E15000001,North East,0.9,0.5,0.1
E08000022,East Ham,East Ham,E15000007,London,0.9,0.5,0.1
E08000023,"East Kilbride, Strathaven and Lesmahagow","East Kilbride, Strathaven and Lesmahagow",S92000003,Scotland,0.9,0.5,0.1
E08000024,East Lothian,East Lothian,S92000003,Scotland,0.9,0.5,0.1
E07000080,Eastbourne,Eastbourne,E15000008,South East,0.9,0.5,0.1
E08000026,Eastleigh,Eastleigh,E15000008,South East,0.9,0.5,0.1
E07000081,Eddisbury,Eddisbury,E15000002,North West,0.9,0.5,0.1
E08000027,Edinburgh East,Edinburgh East,S92000003,Scotland,0.9,0.5,0.1
E07000082,Edinburgh North and Leith,Edinburgh North and Leith,S92000003,Scotland,0.9,0.5,0.1
E08000028,Edinburgh South,Edinburgh South,S92000003,Scotland,0.9,0.5,0.1
E07000083,Edinburgh South West,Edinburgh South West,S92000003,Scotland,0.9,0.5,0.1
E08000029,Edinburgh West,Edinburgh West,S92000003,Scotland,0.9,0.5,0.1
E07000084,Edmonton,Edmonton,E15000007,London,0.9,0.5,0.1
E08000030,Ellesmere Port and Neston,Ellesmere Port and Neston,E15000002,North West,0.9,0.5,0.1
E07000085,Elmet and Rothwell,Elmet and Rothwell,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E08000031,Eltham,Eltham,E15000007,London,0.9,0.5,0.1
E07000086,Enfield North,Enfield North,E15000007,London,0.9,0.5,0.1
E08000032,"Enfield, Southgate","Enfield, Southgate",E15000007,London,0.9,0.5,0.1
E07000087,Epping Forest,Epping Forest,E15000006,Eastern,0.9,0.5,0.1
E08000033,Epsom and Ewell,Epsom and Ewell,E15000008,South East,0.9,0.5,0.1
E07000088,Erewash,Erewash,E15000004,East Midlands,0.9,0.5,0.1
E08000034,Erith and Thamesmead,Erith and Thamesmead,E15000007,London,0.9,0.5,0.1
E07000089,Esher and Walton,Esher and Walton,E15000008,South East,0.9,0.5,0.1
E08000035,Exeter,Exeter,E15000009,South West,0.9,0.5,0.1
E07000090,Falkirk,Falkirk,S92000003,Scotland,0.9,0.5,0.1
E08000036,Fareham,Fareham,E15000008,South East,0.9,0.5,0.1
E07000091,Faversham and Mid Kent,Faversham and Mid Kent,E15000008,South East,0.9,0.5,0.1
E08000037,Feltham and Heston,Feltham and Heston,E15000007,London,0.9,0.5,0.1
E07000092,Fermanagh and South Tyrone,Fermanagh and South Tyrone,N92000002,Northern Ireland,0.9,0.5,0.1
E09000001,North East Fife,North East Fife,S92000003,Scotland,0.9,0.5,0.1
E07000093,Filton and Bradley Stoke,Filton and Bradley Stoke,E15000009,South West,0.9,0.5,0.1
E09000002,Finchley and Golders Green,Finchley and Golders Green,E15000007,London,0.9,0.5,0.1
E07000094,Folkestone and Hythe,Folkestone and Hythe,E15000008,South East,0.9,0.5,0.1
E09000003,Forest of Dean,Forest of Dean,E15000009,South West,0.9,0.5,0.1
E07000095,Foyle,Foyle,N92000002,Northern Ireland,0.9,0.5,0.1
E09000004,Fylde,Fylde,E15000002,North West,0.9,0.5,0.1
E07000096,Gainsborough,Gainsborough,E15000004,East Midlands,0.9,0.5,0.1
E09000005,Garston and Halewood,Garston and Halewood,E15000002,North West,0.9,0.5,0.1
E07000098,Gateshead,Gateshead,E15000001,North East,0.9,0.5,0.1
E09000006,Gedling,Gedling,E15000004,East Midlands,0.9,0.5,0.1
E07000099,Gillingham and Rainham,Gillingham and Rainham,E15000008,South East,0.9,0.5,0.1
E09000007,Glasgow Central,Glasgow Central,S92000003,Scotland,0.9,0.5,0.1
E07000102,Glasgow East,Glasgow East,S92000003,Scotland,0.9,0.5,0.1
E09000008,Glasgow North,Glasgow North,S92000003,Scotland,0.9,0.5,0.1
E07000103,Glasgow North East,Glasgow North East,S92000003,Scotland,0.9,0.5,0.1
E09000009,Glasgow North West,Glasgow North West,S92000003,Scotland,0.9,0.5,0.1
E07000105,Glasgow South,Glasgow South,S92000003,Scotland,0.9,0.5,0.1
E09000010,Glasgow South West,Glasgow South West,S92000003,Scotland,0.9,0.5,0.1
E07000106,Glenrothes,Glenrothes,S92000003,Scotland,0.9,0.5,0.1
E09000011,Gloucester,Gloucester,E15000009,South West,0.9,0.5,0.1
E07000107,Gordon,Gordon,S92000003,Scotland,0.9,0.5,0.1
E09000012,Gosport,Gosport,E15000008,South East,0.9,0.5,0.1
E07000108,Gower,Gower,W08000001,Wales,0.9,0.5,0.1
E09000013,Grantham and Stamford,Grantham and Stamford,E15000004,East Midlands,0.9,0.5,0.1
E07000109,Gravesham,Gravesham,E15000008,South East,0.9,0.5,0.1
E09000014,Great Grimsby,Great Grimsby,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000110,Great Yarmouth,Great Yarmouth,E15000006,Eastern,0.9,0.5,0.1
E09000015,Greenwich and Woolwich,Greenwich and Woolwich,E15000007,London,0.9,0.5,0.1
E07000111,Guildford,Guildford,E15000008,South East,0.9,0.5,0.1
E09000016,Hackney North and Stoke Newington,Hackney North and Stoke Newington,E15000007,London,0.9,0.5,0.1
E07000112,Hackney South and Shoreditch,Hackney South and Shoreditch,E15000007,London,0.9,0.5,0.1
E09000017,Halesowen and Rowley Regis,Halesowen and Rowley Regis,E15000005,West Midlands,0.9,0.5,0.1
E07000113,Halifax,Halifax,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E09000018,Haltemprice and Howden,Haltemprice and Howden,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000114,Halton,Halton,E15000002,North West,0.9,0.5,0.1
E09000019,Hammersmith,Hammersmith,E15000007,London,0.9,0.5,0.1
E07000115,East Hampshire,East Hampshire,E15000008,South East,0.9,0.5,0.1
E07000116,North East Hampshire,North East Hampshire,E15000008,South East,0.9,0.5,0.1
E09000020,North West Hampshire,North West Hampshire,E15000008,South East,0.9,0.5,0.1
E07000117,Hampstead and Kilburn,Hampstead and Kilburn,E15000007,London,0.9,0.5,0.1
E09000021,Harborough,Harborough,E15000004,East Midlands,0.9,0.5,0.1
E07000118,Harlow,Harlow,E15000006,Eastern,0.9,0.5,0.1
E09000022,Harrogate and Knaresborough,Harrogate and Knaresborough,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000119,Harrow East,Harrow East,E15000007,London,0.9,0.5,0.1
E09000023,Harrow West,Harrow West,E15000007,London,0.9,0.5,0.1
E07000120,Hartlepool,Hartlepool,E15000001,North East,0.9,0.5,0.1
E09000024,Harwich and North Essex,Harwich and North Essex,E15000006,Eastern,0.9,0.5,0.1
E07000121,Hastings and Rye,Hastings and Rye,E15000008,South East,0.9,0.5,0.1
E09000025,Havant,Havant,E15000008,South East,0.9,0.5,0.1
E07000122,Hayes and Harlington,Hayes and Harlington,E15000007,London,0.9,0.5,0.1
E09000026,Hazel Grove,Hazel Grove,E15000002,North West,0.9,0.5,0.1
E07000123,Hemel Hempstead,Hemel Hempstead,E15000006,Eastern,0.9,0.5,0.1
E09000027,Hemsworth,Hemsworth,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
E07000124,Hendon,Hendon,E15000007,London,0.9,0.5,0.1
E09000028,Henley,Henley,E15000008,South East,0.9,0.5,0.1
E07000125,Hereford and South Herefordshire,Hereford and South Herefordshire,E15000005,West Midlands,0.9,0.5,0.1
E09000029,North Herefordshire,North Herefordshire,E15000005,West Midlands,0.9,0.5,0.1
E07000126,Hertford and Stortford,Hertford and Stortford,E15000006,Eastern,0.9,0.5,0.1
E09000030,North East Hertfordshire,North East Hertfordshire,E15000006,Eastern,0.9,0.5,0.1
E07000127,South West Hertfordshire,South West Hertfordshire,E15000006,Eastern,0.9,0.5,0.1
E09000031,Hertsmere,Hertsmere,E15000006,Eastern,0.9,0.5,0.1
E07000128,Hexham,Hexham,E15000001,North East,0.9,0.5,0.1
E09000032,Heywood and Middleton,Heywood and Middleton,E15000002,North West,0.9,0.5,0.1
E07000129,High Peak,High Peak,E15000004,East Midlands,0.9,0.5,0.1
E09000033,Hitchin and Harpenden,Hitchin and Harpenden,E15000006,Eastern,0.9,0.5,0.1
E07000130,Holborn and St Pancras,Holborn and St Pancras,E15000007,London,0.9,0.5,0.1
N09000001,Hornchurch and Upminster,Hornchurch and Upminster,E15000007,London,0.9,0.5,0.1
E07000131,Hornsey and Wood Green,Hornsey and Wood Green,E15000007,London,0.9,0.5,0.1
N09000002,Horsham,Horsham,E15000008,South East,0.9,0.5,0.1
E07000132,Houghton and Sunderland South,Houghton and Sunderland South,E15000001,North East,0.9,0.5,0.1
N09000003,Hove,Hove,E15000008,South East,0.9,0.5,0.1
E07000133,Huddersfield,Huddersfield,E15000003,Yorkshire and The Humber,0.9,0.5,0.1
